	c_tot	H_plot	H_plot_1
0	0.002936134945247015	1.7985418535760487	0.20276616433931724
1	0.00421295370304929	1.905396361112798	0.3096206718760666
2	0.005500844341677161	2.008969848032117	0.41319415879538596
3	0.006813257172104198	2.1068672250682035	0.5110915358314722
4	0.008125909384430098	2.2074687055797155	0.6116930163429845
5	0.009449649475008386	2.302780439052988	0.7070047498162574
6	0.010805971354556135	2.3885523176537253	0.7927766284169944
7	0.012154629590594256	2.4853641940144238	0.8895885047776924
8	0.01351440143389121	2.573152134239851	0.9773764450031192
9	0.014915178153125156	2.6461340838616536	1.0503583946249226
10	0.016300049029395382	2.7412189022325553	1.145443212995824
11	0.01769606986265763	2.82215333409155	1.2263776448548191
12	0.019141895986497008	2.881897016286216	1.2861213270494847
13	0.020563223316087238	2.9769781005954283	1.381202411358697
14	0.02199574862092137	3.051671634233071	1.45589594499634
15	0.023439476355344734	3.12443062463224	1.5286549353955086
16	0.02494534057208383	3.1661359889062575	1.5703602996695265
17	0.026414667967519765	3.263441278296402	1.6676655890596712
18	0.027895262768617108	3.3307016010866484	1.734925911849917
19	0.029447735051683886	3.358784342387698	1.7630086531509668
20	0.030954208902409675	3.4590674596355195	1.863291770398789
21	0.03247203002290714	3.5213392801511283	1.9255635909143969
22	0.0340012128954655	3.582074250091947	1.9862985608552164
23	0.035615920157121686	3.5920990957555228	1.9963234065187916
24	0.037171380960137196	3.697809780606488	2.1020340913697564
25	0.03873830550462303	3.7541874899793437	2.1584118007426127
26	0.040316715344038155	3.8092304109263657	2.213454721689634
27	0.04190663381737033	3.8629867827391022	2.2672110935023713
28	0.04360027388238817	3.8509453083343925	2.255169619097661
29	0.045217047883065666	3.965238708485792	2.369463019249061
30	0.04684546545008286	4.015368021084171	2.4195923318474404
31	0.04848555881034611	4.064398088726183	2.468622399489451
32	0.05013736247921779	4.112374251592114	2.516598562355383
33	0.05180091337893378	4.159341478099152	2.56356578886242
34	0.05359184596715424	4.1220932254501905	2.5263175362134596
35	0.055283108916465575	4.248561252792221	2.6527855635554904
36	0.05698630487259324	4.292728358689851	2.69695266945312
