1,0,305,1
1,1,305,4.1
2,0,305,2.43
2,1,305,18.7
2,2,305,45.9
3,0,305,9.05
3,1,305,120
3,2,305,456
3,3,305,774
4,0,305,25.5
4,1,305,548
4,2,305,4580
4,3,305,22700
4,4,305,58500
5,0,305,385
5,1,305,9320
5,2,305,52200
5,3,305,1420000
5,4,305,3410000
5,5,305,4520000
6,0,305,2850
6,1,305,125000
6,2,305,2450000
6,3,305,23800000
6,4,305,1.17E+08
6,5,305,3.01E+08
6,6,305,1.06E+09
7,0,305,12900
7,1,305,1070000
7,2,305,27900000
7,3,305,4.02E+08
7,4,305,3.28E+09
7,5,305,1.70E+10
7,6,305,4.54E+10
7,7,305,1.40E+11
8,0,305,341000
8,1,305,22500000
8,2,305,6.19E+08
8,3,305,9.78E+09
8,4,305,9.55E+10
8,5,305,6.45E+11
8,6,305,2.34E+12
8,7,305,8.89E+12
8,8,305,2.67E+13
9,0,305,3130000
9,1,305,3.42E+08
9,2,305,1.39E+10
9,3,305,2.71E+11
9,4,305,3.04E+12
9,5,305,2.44E+13
9,6,305,1.19E+14
9,7,305,4.66E+14
9,8,305,1.05E+15
9,9,305,1.09E+15
10,1,305,6.96E+09
10,2,305,2.60E+11
10,3,305,4.88E+12
10,4,305,5.63E+13
10,5,305,6.12E+14
10,6,305,4.52E+15
10,7,305,3.07E+16
10,8,305,1.12E+17
10,9,305,1.88E+17
10,10,305,1.14E+17
11,0,305,5.06E+08
11,1,305,1.41E+11
11,2,305,6.91E+12
11,3,305,1.67E+14
11,4,305,2.92E+15
11,5,305,3.77E+16
11,6,305,3.71E+17
11,7,305,2.34E+18
11,8,305,1.08E+19
11,9,305,3.45E+19
11,10,305,6.36E+19
11,11,305,3.26E+19
12,1,305,6.02E+11
12,2,305,6.48E+13
12,3,305,2.58E+15
12,4,305,3.78E+16
12,5,305,7.82E+17
12,6,305,7.87E+18
12,7,305,6.50E+19
12,8,305,3.27E+20
12,9,305,1.78E+21
12,10,305,6.99E+21
12,11,305,1.13E+22
13,0,305,3.97E+11
13,1,305,3.33E+13
13,2,305,1.23E+15
13,3,305,4.44E+16
13,4,305,1.46E+18
13,5,305,3.19E+19
13,6,305,4.18E+20
13,7,305,3.89E+21
13,8,305,3.07E+22
13,9,305,1.79E+23
13,10,305,7.34E+23
13,11,305,2.91E+24
13,12,305,6.56E+24
13,13,305,5.40E+25
14,0,305,6.32E+12
14,1,305,6.58E+14
14,2,305,4.89E+16
14,3,305,1.92E+18
14,4,305,5.42E+19
14,5,305,1.31E+21
14,6,305,2.07E+22
14,7,305,2.56E+23
14,8,305,2.28E+24
14,9,305,1.47E+25
14,10,305,7.63E+25
14,11,305,3.29E+26
14,12,305,1.02E+27
14,13,305,3.99E+27
15,1,305,3.03E+15
15,2,305,3.90E+17
15,3,305,3.53E+19
15,4,305,1.33E+21
15,5,305,3.45E+22
15,6,305,6.37E+23
15,7,305,8.93E+24
15,8,305,9.92E+25
15,9,305,8.45E+26
15,10,305,5.90E+27
15,11,305,3.19E+28
15,12,305,1.07E+29
15,13,305,2.63E+29
15,14,305,6.49E+29
16,2,305,9.18E+18
16,3,305,6.52E+20
16,4,305,2.69E+22
16,5,305,8.23E+23
16,6,305,1.72E+25
16,7,305,2.96E+26
16,8,305,3.77E+27
16,9,305,3.97E+28
16,10,305,3.25E+29
16,11,305,2.33E+30
16,12,305,1.20E+31
16,13,305,5.39E+31
16,14,305,1.92E+32
16,15,305,3.27E+32
16,16,305,4.10E+33
17,2,305,1.78E+20
17,3,305,1.47E+22
17,4,305,7.06E+23
17,5,305,2.18E+25
17,6,305,5.58E+26
17,7,305,1.04E+28
17,8,305,1.56E+29
17,9,305,1.89E+30
17,10,305,1.79E+31
17,11,305,1.38E+32
17,12,305,9.67E+32
17,13,305,4.96E+33
17,14,305,1.99E+34
17,15,305,1.12E+35
17,16,305,3.76E+35
17,17,305,1.04E+37
18,3,305,2.66E+22
18,4,305,6.27E+24
18,5,305,2.66E+26
18,6,305,7.68E+27
18,7,305,1.73E+29
18,8,305,3.03E+30
18,9,305,4.22E+31
18,10,305,4.89E+32
18,11,305,4.74E+33
18,12,305,3.52E+34
18,13,305,2.35E+35
18,14,305,1.40E+36
18,15,305,3.95E+36
18,16,305,1.74E+37
18,17,305,4.49E+38
18,18,305,3.28E+39
19,4,305,2.02E+26
19,5,305,6.12E+27
19,6,305,1.65E+29
19,7,305,5.05E+30
19,8,305,1.03E+32
19,9,305,1.66E+33
19,10,305,2.24E+34
19,11,305,2.18E+35
19,12,305,2.09E+36
19,13,305,1.42E+37
19,14,305,7.34E+37
19,15,305,3.81E+38
19,16,305,9.91E+38
19,17,305,2.44E+39
20,5,305,3.35E+28
20,6,305,5.06E+30
20,7,305,1.62E+32
20,8,305,4.38E+33
20,9,305,7.25E+34
20,10,305,5.97E+35
20,11,305,7.68E+36
20,12,305,7.39E+37
20,13,305,6.39E+38
20,14,305,6.52E+39
20,15,305,3.15E+40
20,16,305,1.02E+41
20,17,305,2.97E+41
21,5,305,8.72E+30
21,6,305,2.58E+32
21,7,305,6.58E+33
21,8,305,2.06E+35
21,9,305,3.60E+36
21,10,305,5.91E+37
21,11,305,9.05E+38
21,12,305,1.01E+40
21,13,305,9.69E+40
21,14,305,7.74E+41
21,15,305,4.80E+42
21,16,305,2.87E+43
21,17,305,1.69E+44
21,18,305,6.19E+44
21,19,305,3.66E+45
21,20,305,1.68E+46
21,21,305,5.08E+47
22,6,305,5.12E+33
22,7,305,2.03E+35
22,8,305,6.65E+36
22,9,305,1.49E+38
22,10,305,2.62E+39
22,11,305,3.76E+40
22,12,305,4.68E+41
22,13,305,4.62E+42
22,14,305,4.20E+43
22,15,305,2.70E+44
22,16,305,1.65E+45
22,17,305,6.91E+45
22,18,305,1.96E+46
22,19,305,4.84E+46
23,5,305,8.66E+34
23,6,305,4.68E+35
23,7,305,8.18E+36
23,8,305,1.88E+38
23,9,305,5.08E+39
23,10,305,1.00E+41
23,11,305,1.77E+42
23,12,305,2.54E+43
23,13,305,3.27E+44
23,14,305,3.43E+45
23,15,305,3.17E+46
23,16,305,2.22E+47
23,17,305,1.37E+48
23,18,305,6.15E+48
23,19,305,3.82E+49
