	x	y	T	K	G_plusfac	yhat	G	G_fit	K	H	cp
387	31	24	305	6.530629259059902e+69	-146.06175139880307	-145.97254192542488	-160.84408419294064	-160.75487471956245	6.530629259059902e+69	155.6691395838435	1.6019208402700222
388	31	25	305	3.5274757169919944e+70	-149.11850837419485	-148.93217191206526	-162.62787549251954	-162.44153903038995	3.5274757169919944e+70	151.59482227751278	1.3892592020478718
389	31	26	305	1.5703371564871043e+71	-152.27775907757967	-151.8918018987057	-164.32078912711094	-163.93483194823696	1.5703371564871043e+71	147.52050497118205	1.1765975638257213
390	31	27	305	5.60983540050032e+71	-155.62834645835542	-154.8514318853461	-165.98497755431646	-165.20806298130714	5.60983540050032e+71	143.44618766485135	0.9639359256035709
391	31	28	305	1.545977077868693e+72	-157.71899545305564	-157.81106187198654	-166.12971639996135	-166.22178281889225	1.545977077868693e+72	139.37187035852065	0.7512742873814204
392	32	12	305	4.480946393406861e+57	-112.71035652303192	-113.51205607360632	-131.9454850227316	-132.747184573306	4.480946393406861e+57	220.6655740450618	6.604981171407724
393	32	13	305	1.3298644096301623e+59	-116.29096908618081	-116.47168606024672	-135.95688050197293	-136.13759747603885	1.3298644096301623e+59	216.59125673873106	6.3923195331855736
394	32	14	305	3.481640297484123e+60	-119.10807141582276	-119.43131604688715	-139.07936448116607	-139.40260911223044	3.481640297484123e+60	212.51693943240036	6.179657894963423
395	32	15	305	8.059648805317906e+61	-121.97178287105761	-122.39094603352756	-142.12539749319487	-142.5445606556648	8.059648805317906e+61	208.44262212606964	5.9669962567412735
396	32	16	305	1.6519466914776436e+63	-125.05563578405551	-125.35057602016798	-145.2698750280092	-145.56481526412168	1.6519466914776436e+63	204.36830481973894	5.754334618519122
397	32	17	305	2.999287250657881e+64	-128.136090231005	-128.3102060068084	-148.28970485314227	-148.46382062894565	2.999287250657881e+64	200.29398751340824	5.541672980296973
398	32	18	305	4.821562348236252e+65	-131.08303234038956	-131.26983599344882	-151.05432540573287	-151.24112905879213	4.821562348236252e+65	196.2196702070775	5.329011342074822
399	32	19	305	6.853512251225218e+66	-134.08977520289216	-134.22946598008926	-153.75568661868428	-153.89537739588138	6.853512251225218e+66	192.1453529007468	5.116349703852672
400	32	20	305	8.593647227626584e+67	-137.04762814511707	-137.18909596672964	-156.28275664481674	-156.4242244664293	8.593647227626584e+67	188.0710355944161	4.903688065630521
401	32	21	305	9.473063418592066e+68	-140.02850531768013	-140.14872595337008	-158.70401802944437	-158.82423866513432	9.473063418592066e+68	183.9967182880854	4.691026427408371
402	32	22	305	9.137164016187821e+69	-142.95779249182598	-143.10835594001048	-160.94015802303028	-161.09072147121478	9.137164016187821e+69	179.92240098175466	4.47836478918622
403	32	23	305	7.663630486606524e+70	-145.88466819867068	-146.06798592665092	-163.03412460693988	-163.21744233492012	7.663630486606524e+70	175.84808367542396	4.265703150964071
404	32	24	305	5.543917972048261e+71	-148.84314230432832	-149.02761591329133	-165.0117694595858	-165.1962430685488	5.543917972048261e+71	171.77376636909327	4.05304151274192
405	32	25	305	3.4222973880050384e+72	-151.78297541933546	-151.98724589993174	-166.81216829140456	-167.01643877200084	3.4222973880050384e+72	167.69944906276254	3.84037987451977
406	32	26	305	1.777433697668321e+73	-154.76374739323845	-154.94687588657214	-168.48075387634137	-168.66388236967506	1.777433697668321e+73	163.6251317564318	3.6277182362976195
407	32	27	305	7.619594636500628e+73	-157.54348952279676	-157.90650587321258	-169.75641860912341	-170.11943495953923	7.619594636500628e+73	159.55081445010111	3.415056598075469
408	32	28	305	2.6247915067237175e+74	-160.83329847400427	-160.866135859853	-171.32346096258982	-171.35629834843854	2.6247915067237175e+74	155.47649714377042	3.2023949598533186
409	32	29	305	6.984057032385135e+74	-164.66095513383084	-163.82576584649343	-173.1701161535498	-172.3349268662124	6.984057032385135e+74	151.4021798374397	2.989733321631169
410	33	12	305	1.479321460216293e+59	-116.97188272907293	-116.55699037302438	-136.65899635251566	-136.2441039964671	1.479321460216293e+59	238.30111644335378	9.35456544744317
411	33	13	305	4.609878420773668e+60	-119.22968746500777	-119.51662035966478	-139.39637416871238	-139.6833070633694	4.609878420773668e+60	234.22679913702305	9.14190380922102
412	33	14	305	1.270405611123981e+62	-121.9290293382182	-122.4762503463052	-142.45239098586154	-142.99961199394855	1.270405611123981e+62	230.15248183069235	8.929242170998869
413	33	15	305	3.1042430455983855e+63	-125.31834111264635	-125.43588033294562	-146.07809153835393	-146.19563075865318	3.1042430455983855e+63	226.07816452436163	8.71658053277672
414	33	16	305	6.736886195195322e+64	-128.29783926343848	-128.39551031958604	-149.17537272480243	-149.27304378095	6.736886195195322e+64	222.00384721803093	8.503918894554568
415	33	17	305	1.2996014362804732e+66	-131.23284461861823	-131.35514030622645	-152.11037807998218	-152.2326737675904	1.2996014362804732e+66	217.92952991170023	8.291257256332418
416	33	18	305	2.228479441221687e+67	-134.22640061274961	-134.31477029286688	-154.9861510384572	-155.07452071857446	2.228479441221687e+67	213.8552126053695	8.078595618110267
417	33	19	305	3.39388608821909e+68	-137.13422984630347	-137.27440027950732	-157.65759149394682	-157.79776192715065	3.39388608821909e+68	209.78089529903878	7.865933979888117
418	33	20	305	4.5829621800309276e+69	-140.12996211985748	-140.2340302661477	-160.2966488235621	-160.4007169698523	4.5829621800309276e+69	205.70657799270808	7.653272341665967
419	33	21	305	5.4729477576504985e+70	-143.11718370374356	-143.19366025278813	-162.80429732718628	-162.88077387623085	5.4729477576504985e+70	201.63226068637738	7.4406107034438165
420	33	22	305	5.75878466464491e+71	-146.10912840586965	-146.15329023942854	-165.19010622574206	-165.23426805930094	5.75878466464491e+71	197.55794338004665	7.227949065221666
421	33	23	305	5.313083732320587e+72	-149.13099691168804	-149.11292022606898	-167.47437578842968	-167.45629910281062	5.313083732320587e+72	193.48362607371595	7.0152874269995165
422	33	24	305	4.270575362723868e+73	-152.18104931742093	-152.0725502127094	-169.64895945680865	-169.5404603520971	4.270575362723868e+73	189.40930876738526	6.802625788777366
423	33	25	305	2.965786354644558e+74	-155.1019191864957	-155.0321801993498	-171.54817807835147	-171.47843909120553	2.965786354644558e+74	185.33499146105453	6.589964150555216
424	33	26	305	1.7603842462439856e+75	-158.14411787218964	-157.9918101859902	-173.41172176770374	-173.2594140815043	1.7603842462439856e+75	181.2606741547238	6.377302512333065
425	33	27	305	8.804257194815625e+75	-161.26111144577635	-160.95144017263064	-175.17878862434142	-174.8691173511957	8.804257194815625e+75	177.1863568483931	6.164640874110915
426	33	28	305	3.6394596737093624e+76	-164.30006283845032	-163.91107015927105	-176.67729497606825	-176.288302296889	3.6394596737093624e+76	173.1120395420624	5.951979235888764
427	33	29	305	1.2104863311590585e+77	-167.26746460537808	-166.87070014591148	-177.88683882544365	-177.49007436597705	1.2104863311590585e+77	169.03772223573168	5.739317597666615
428	33	30	305	3.1135052188633314e+77	-169.9947726230847	-169.8303301325519	-178.599243822608	-178.43480133207518	3.1135052188633314e+77	164.96340492940098	5.526655959444464
429	34	14	305	4.47902056698802e+63	-123.30567344350592	-125.50827535900449	-144.35966334221143	-146.56226525771	4.47902056698802e+63	249.4297885639524	11.996439338614039
430	34	15	305	1.152053811079443e+65	-126.70180752321153	-128.4679053456449	-148.04347949436882	-149.8095773168022	1.152053811079443e+65	245.35547125762167	11.783777700391889
431	34	16	305	2.6391091651289925e+66	-130.57042259483006	-131.42753533228532	-152.08394482291402	-152.94105756036927	2.6391091651289925e+66	241.28115395129097	11.571116062169738
432	34	17	305	5.390535497915244e+67	-133.5654105438242	-134.38716531892572	-155.1360911857481	-155.95784596084962	5.390535497915244e+67	237.20683664496028	11.358454423947588
433	34	18	305	9.821081120610358e+68	-136.7486630490814	-137.34679530556616	-158.26218527716534	-158.86031753365012	9.821081120610358e+68	233.13251933862955	11.145792785725437
434	34	19	305	1.5954259498480122e+70	-139.8590871657221	-140.3064252922066	-161.20075913687938	-161.6480972633639	1.5954259498480122e+70	229.05820203229882	10.933131147503287
435	34	20	305	2.308282115608859e+71	-142.9776731123814	-143.26605527884698	-164.03166301108692	-164.3200451775525	2.308282115608859e+71	224.98388472596812	10.720469509281138
436	34	21	305	2.968578920951502e+72	-146.02959994427906	-146.2256852654874	-166.6781247348764	-166.87421005608476	2.968578920951502e+72	220.90956741963743	10.507807871058986
437	34	22	305	3.3839212096178147e+73	-149.0814216844841	-149.18531525212782	-169.20385337918466	-169.3077469468284	3.3839212096178147e+73	216.8352501133067	10.295146232836835
438	34	23	305	3.4058429990342836e+74	-152.0700247805988	-152.14494523876826	-171.5418689091582	-171.61678936732767	3.4058429990342836e+74	212.760932806976	10.082484594614687
439	34	24	305	3.0113209064920967e+75	-155.11075902306484	-155.10457522540867	-173.8024445940747	-173.79626079641852	3.0113209064920967e+75	208.6866155006453	9.869822956392536
440	34	25	305	2.3236354967489675e+76	-158.10069897591436	-158.06420521204907	-175.87609381505004	-175.83960005118476	2.3236354967489675e+76	204.61229819431458	9.657161318170385
441	34	26	305	1.5516298841266138e+77	-161.13841439531754	-161.02383519868948	-177.85293727376796	-177.7383580771399	1.5516298841266138e+77	200.53798088798385	9.444499679948235
442	34	27	305	8.868809571488543e+77	-164.08941077503013	-163.98346518532992	-179.58753832915608	-179.48159273945586	8.868809571488543e+77	196.46366358165315	9.231838041726085
443	34	28	305	4.277168013252413e+78	-167.01368408460198	-166.94309517197033	-181.12551727760803	-181.05492836497638	4.277168013252413e+78	192.38934627532245	9.019176403503934
444	34	29	305	1.707106179583786e+79	-170.73146288827928	-169.90272515861076	-183.2677597205269	-182.43902199085838	1.707106179583786e+79	188.31502896899173	8.806514765281785
445	34	30	305	5.4885832479813724e+79	-173.3321613911571	-172.86235514525117	-184.07669875417665	-183.60689250827073	5.4885832479813724e+79	184.24071166266103	8.593853127059635
446	34	31	305	1.3661850384249272e+80	-178.64109983042954	-175.82198513189158	-187.33794435008386	-184.5188296515459	1.3661850384249272e+80	180.16639435633033	8.381191488837484
447	35	13	305	5.02767440970222e+63	-127.4465380213629	-125.56498799309857	-148.55936842009135	-146.677818391827	5.02767440970222e+63	274.53691034621096	15.613641580048512
448	35	14	305	1.5240975396288324e+65	-127.28450511860616	-128.524617979739	-148.84932064107767	-150.08943350221048	1.5240975396288324e+65	270.46259303988023	15.40097994182636
449	35	15	305	4.116155463816754e+66	-130.3986321256569	-131.4842479663794	-152.2999198847496	-153.38553572547212	4.116155463816754e+66	266.3882757335495	15.18831830360421
450	35	16	305	9.925508235067766e+67	-134.12562487309887	-134.44387795301984	-156.2500561835058	-156.56830926342676	9.925508235067766e+67	262.31395842721884	14.97565666538206
451	35	17	305	2.139973548810004e+69	-136.81666777819544	-137.40350793966022	-159.0523247237126	-159.63916488517737	2.139973548810004e+69	258.2396411208881	14.76299502715991
452	35	18	305	4.128187143222401e+70	-140.01345264524946	-140.36313792630065	-162.2491095907666	-162.5987948718178	4.128187143222401e+70	254.16532381455738	14.550333388937759
453	35	19	305	7.125341257311486e+71	-142.93188422023283	-143.3227679129411	-165.05631553063975	-165.447199223348	7.125341257311486e+71	250.09100650822666	14.337671750715609
454	35	20	305	1.099630121535361e+73	-146.09311335000137	-146.2823978995815	-167.9944011090941	-168.18368565867422	1.099630121535361e+73	246.01668920189596	14.12501011249346
455	35	21	305	1.5151986115991464e+74	-149.25174909449223	-149.2420278862219	-170.81656461696372	-170.8068434086934	1.5151986115991464e+74	241.94237189556526	13.912348474271308
456	35	22	305	1.8600554461471405e+75	-151.91035532296758	-152.2016578728623	-173.02318572169602	-173.31448827159076	1.8600554461471405e+75	237.86805458923453	13.699686836049157
457	35	23	305	2.0281140710839824e+76	-155.04750837256438	-155.16128785950275	-175.5897939128252	-175.70357339976357	2.0281140710839824e+76	233.79373728290383	13.487025197827009
458	35	24	305	1.9562004488076655e+77	-158.1966017483286	-158.1209178461432	-178.0457401080295	-177.97005620584406	1.9562004488076655e+77	229.71941997657314	13.274363559604858
459	35	25	305	1.660416354493062e+78	-161.1723159469932	-161.08054783278357	-180.20047375462426	-180.10870564041463	1.660416354493062e+78	225.6451026702424	13.061701921382706
460	35	26	305	1.231954380361041e+79	-164.55912459120327	-164.040177819424	-182.6317709538069	-182.11282418202762	1.231954380361041e+79	221.57078536391168	12.849040283160557
461	35	27	305	7.921808561404749e+79	-167.65148370044633	-166.9998078060644	-184.62551777438185	-183.97384187999992	7.921808561404749e+79	217.49646805758098	12.636378644938407
462	35	28	305	4.3662366457680634e+80	-171.19358653518572	-169.95943779270485	-186.91485764062585	-185.68070889814499	4.3662366457680634e+80	213.42215075125029	12.423717006716256
463	35	29	305	2.0330978642468257e+81	-174.00459436732945	-172.91906777934526	-188.30447979183842	-187.21895320385423	2.0330978642468257e+81	209.34783344491956	12.211055368494106
464	35	30	305	7.84403009912315e+81	-177.08088033477148	-175.87869776598566	-189.77132784684636	-188.56914527806055	7.84403009912315e+81	205.27351613858886	11.998393730271957
465	35	31	305	2.4406108275569873e+82	-180.43098605527592	-178.8383277526261	-191.29688427529976	-189.70422597264994	2.4406108275569873e+82	201.19919883225816	11.785732092049805
466	35	32	305	5.8851768550670104e+82	-182.94329167925204	-181.7979577392665	-191.72974835759604	-190.5844144176105	5.8851768550670104e+82	197.12488152592744	11.573070453827654
467	36	14	305	4.9986712312640226e+66	-130.36439974939793	-131.52249625340585	-152.42169175696722	-153.57978826097514	4.9986712312640226e+66	293.3675477484985	19.16317630066977
468	36	15	305	1.414285103585002e+68	-133.41395540868805	-134.48212624004626	-155.85423966851346	-156.92241049987166	1.414285103585002e+68	289.2932304421678	18.95051466244762
469	36	16	305	3.580859249377789e+69	-136.85428808001652	-137.4417562266867	-159.56650605532556	-160.15397420199574	3.580859249377789e+69	285.21891313583706	18.737853024225473
470	36	17	305	8.12679485093726e+70	-139.97392642533447	-140.40138621332707	-162.84866333014128	-163.27612311813388	8.12679485093726e+70	281.1445958295064	18.52519138600332
471	36	18	305	1.6548222983621253e+72	-143.1794060686633	-143.3610161999675	-166.1082101947404	-166.2898203260446	1.6548222983621253e+72	277.07027852317566	18.31252974778117
472	36	19	305	3.024274726343674e+73	-146.33890448074402	-146.32064618660795	-169.21364138555083	-169.19538309141475	3.024274726343674e+73	272.99596121684493	18.09986810955902
473	36	20	305	4.958966078031994e+74	-149.51166036999865	-149.28027617324835	-172.2238783453077	-171.9924941485574	4.958966078031994e+74	268.92164391051426	17.88720647133687
474	36	21	305	7.288577853467372e+75	-152.50804243239412	-152.23990615988876	-174.94832669221952	-174.68019041971417	7.288577853467372e+75	264.84732660418354	17.67454483311472
475	36	22	305	9.58655011619293e+76	-155.5924170245854	-155.19953614652917	-177.64970903215468	-177.25682815409846	9.58655011619293e+76	260.7730092978528	17.461883194892568
476	36	23	305	1.1256762890799504e+78	-158.62299775213282	-158.1591661331696	-180.18385287338822	-179.720021254425	1.1256762890799504e+78	256.6986919915221	17.24922155667042
477	36	24	305	1.1762417777259916e+79	-161.65460642023157	-161.11879611981004	-182.60235706860058	-182.06654676817905	1.1762417777259916e+79	252.6243746851914	17.03655991844827
478	36	25	305	1.0891527933502288e+80	-164.71086575938517	-164.07842610645042	-184.92464723267398	-184.29220757973923	1.0891527933502288e+80	248.55005737886069	16.823898280226118
479	36	26	305	8.88912715248421e+80	-167.76012829130534	-167.03805609309086	-187.11370849937103	-186.39163630115655	8.88912715248421e+80	244.47574007252996	16.611236642003966
480	36	27	305	6.351061614195986e+81	-170.83691159124697	-169.99768607973127	-189.19724002630238	-188.35801451478667	6.351061614195986e+81	240.40142276619926	16.39857500378182
481	36	28	305	3.9380549861243124e+82	-173.9380043804588	-172.9573160663717	-191.1633528826752	-190.1826645685881	3.9380549861243124e+82	236.32710545986856	16.185913365559667
482	36	29	305	2.0956788795838723e+83	-176.92103730998772	-175.9169460530121	-192.8585315238975	-191.8544402669219	2.0956788795838723e+83	232.25278815353784	15.973251727337518
483	36	30	305	9.433057756378938e+83	-179.99619733232123	-178.87657603965252	-194.47840431362417	-193.35878302095546	9.433057756378938e+83	228.17847084720714	15.760590089115368
484	36	31	305	3.5220297637199563e+84	-183.2090574055906	-181.83620602629296	-196.04903665163647	-194.6761852723388	3.5220297637199563e+84	224.10415354087644	15.547928450893217
485	36	32	305	1.0616076011722068e+85	-186.60168096660817	-184.79583601293336	-197.58536222228838	-195.77951726861357	1.0616076011722068e+85	220.0298362345457	15.335266812671065
486	36	33	305	2.4823387258437574e+85	-188.41070539566363	-187.75546599957377	-197.28417345099726	-196.6289340549074	2.4823387258437574e+85	215.955518928215	15.122605174448916
487	37	16	305	1.2379372589854007e+71	-138.34059799028452	-140.4183746459923	-161.61921144051436	-163.69698809622213	1.2379372589854007e+71	310.11561992230713	22.87859969242205
488	37	17	305	2.9499861663222876e+72	-141.72350312419016	-143.3780046326327	-165.2134256680872	-166.86792717652975	2.9499861663222876e+72	306.04130261597646	22.6659380541999
489	37	18	305	6.323076579494038e+73	-145.2305927949872	-146.33763461927313	-168.82587585454206	-169.932917678828	6.323076579494038e+73	301.96698530964574	22.453276415977747
490	37	19	305	1.2197741161610727e+75	-148.5521461135894	-149.29726460591357	-172.14742917314427	-172.89254766546844	1.2197741161610727e+75	297.892668003315	22.240614777755596
491	37	20	305	2.1177412422197068e+76	-151.835848270793	-152.25689459255395	-175.32577081469006	-175.746817136451	2.1177412422197068e+76	293.81835069698434	22.027953139533448
492	37	21	305	3.30714694942307e+77	-155.03928603051094	-155.21652457919438	-178.31789948074078	-178.49513802942423	3.30714694942307e+77	289.7440333906536	21.815291501311297
493	37	22	305	4.639826769633638e+78	-158.18263660610506	-158.1761545658348	-181.14279632521638	-181.1363142849461	4.639826769633638e+78	285.6697160843229	21.602629863089145
494	37	23	305	5.837355741016778e+79	-161.23868275075807	-161.13578455247523	-183.77139845504243	-183.66850025675961	5.837355741016778e+79	281.59539877799216	21.389968224866998
495	37	24	305	6.568768047668937e+80	-164.3317504908051	-164.09541453911564	-186.32546969435677	-186.08913374266731	6.568768047668937e+80	277.5210814716615	21.177306586644846
496	37	25	305	6.5892842387998156e+81	-167.40497613967327	-167.05504452575605	-188.7447688758183	-188.39483726190107	6.5892842387998156e+81	273.44676416533076	20.964644948422695
497	37	26	305	5.866743646170427e+82	-170.4710788262583	-170.01467451239645	-191.03768167416985	-190.58127736030798	5.866743646170427e+82	269.37244685900004	20.751983310200544
498	37	27	305	4.6108076423702016e+83	-173.5633610726676	-172.9743044990369	-193.23202232737316	-192.64296575374246	4.6108076423702016e+83	265.29812955266937	20.539321671978396
499	37	28	305	3.1766542227470207e+84	-176.59942424544502	-175.9339344856773	-195.23846608296944	-194.57297632320171	3.1766542227470207e+84	261.22381224633864	20.326660033756244
500	37	29	305	1.9018025609177088e+85	-179.64947920073817	-178.89356447231773	-197.11844978561234	-196.3625350571919	1.9018025609177088e+85	257.1494949400079	20.113998395534097
501	37	30	305	9.783294608531831e+85	-182.8033225553355	-181.85319445895814	-198.95053730022735	-198.00040920384998	9.783294608531831e+85	253.0751776336772	19.901336757311945
502	37	31	305	4.261597702793654e+86	-185.93579253823302	-184.81282444559855	-200.59493022769504	-199.47196213506058	4.261597702793654e+86	249.00086032734652	19.688675119089794
503	37	32	305	1.5414331455207536e+87	-189.23285379807996	-187.77245443223896	-202.2180150539703	-200.7576156881293	1.5414331455207536e+87	244.9265430210158	19.476013480867643
504	37	33	305	4.505383140390551e+87	-192.53369818581493	-190.7320844188794	-203.6317897926729	-201.83017602573736	4.505383140390551e+87	240.8522257146851	19.26335184264549
505	37	34	305	1.0225010802418156e+88	-195.40288663232943	-193.6917144055198	-204.36091207569112	-202.6497398488815	1.0225010802418156e+88	236.77790840835436	19.050690204423343
506	38	16	305	4.095752490193246e+72	-140.87921436737167	-143.37091999768586	-164.7043715239696	-167.19607715428378	4.095752490193246e+72	337.1266567281624	27.419373861662375
507	38	17	305	1.0224885068906219e+74	-144.1712399611429	-146.33054998432624	-168.25422622704292	-170.41353625022626	1.0224885068906219e+74	333.0523394218317	27.206712223440224
508	38	18	305	2.301209702186943e+75	-148.43654232150863	-149.29017997096668	-172.6736792672359	-173.52731691669396	2.301209702186943e+75	328.97802211550095	26.994050585218073
509	38	19	305	4.6728685337990055e+76	-151.06571127170446	-152.2498099576071	-175.35414151181928	-176.53824019772193	4.6728685337990055e+76	324.9037048091702	26.781388946995925
510	38	20	305	8.563634827742689e+77	-154.41775036844942	-155.20943994424752	-178.6548873141767	-179.4465768899748	8.563634827742689e+77	320.8293875028395	26.568727308773774
511	38	21	305	1.4159969626645809e+79	-157.5855137471085	-158.16906993088793	-181.66850001300853	-182.25205619678795	1.4159969626645809e+79	316.7550701965088	26.356065670551622
512	38	22	305	2.1107632978410492e+80	-160.62066718339622	-161.12869991752834	-184.44582433999415	-184.95385707412626	2.1107632978410492e+80	312.6807528901781	26.14340403232947
513	38	23	305	2.832583051929244e+81	-163.6124546786592	-164.08832990416877	-187.07470634156775	-187.55058156707733	2.832583051929244e+81	308.60643558384743	25.930742394107323
514	38	24	305	3.415180337038004e+82	-166.73201230232556	-167.0479598908092	-189.72426033598836	-190.040207924472	3.415180337038004e+82	304.5321182775167	25.718080755885172
515	38	25	305	3.68937363618902e+83	-169.88386037547454	-170.0075898774496	-192.2962899138844	-192.42001941585946	3.68937363618902e+83	300.457800971186	25.50541911766302
516	38	26	305	3.5585544550138242e+84	-173.0381158762684	-172.96721986409003	-194.7573982341183	-194.68650222193995	3.5585544550138242e+84	296.38348366485525	25.292757479440873
517	38	27	305	3.0509990301959258e+85	-176.1170072209127	-175.92684985073043	-197.0253593625463	-196.83520199236403	3.0509990301959258e+85	292.3091663585245	25.08009584121872
518	38	28	305	2.3122122359187134e+86	-179.23916265800847	-178.88647983737087	-199.21320556226522	-198.86052274162762	2.3122122359187134e+86	288.23484905219385	24.86743420299657
519	38	29	305	1.53808617610844e+87	-182.37874524099067	-181.84610982401128	-201.288077408255	-200.7554419912756	1.53808617610844e+87	284.1605317458631	24.65477256477442
520	38	30	305	8.901288870009164e+87	-185.51545566581535	-184.8057398106517	-203.22081502875375	-202.51109917359008	8.901288870009164e+87	280.08621443953245	24.44211092655227
521	38	31	305	4.4313102771566604e+88	-188.59906220363314	-187.76536979729212	-204.94987590376624	-204.1161834974252	4.4313102771566604e+88	276.0118971332017	24.22944928833012
522	38	32	305	1.8699551635187842e+89	-191.93963496347885	-190.72499978393253	-206.77062290986754	-205.5559877303212	1.8699551635187842e+89	271.937579826871	24.01678765010797
523	38	33	305	6.558725812911521e+89	-195.5580323425544	-193.68462977057294	-208.68427219670465	-206.81086962472318	6.558725812911521e+89	267.8632625205403	23.80412601188582
524	38	34	305	1.860636492985048e+90	-199.11891873601962	-196.64425975721338	-210.32823597798782	-207.85357699918157	1.860636492985048e+90	263.78894521420955	23.59146437366367
525	38	35	305	4.102083092340705e+90	-201.61990951784497	-199.60388974385378	-210.66017305944365	-208.64415328545246	4.102083092340705e+90	259.7146279078789	23.378802735441518
526	39	16	305	1.2949672249250909e+74	-146.92183983492959	-146.29655768065405	-171.275064421728	-170.64978226745245	1.2949672249250909e+74	366.37760129478045	32.38223571996029
527	39	17	305	3.379781800724203e+75	-146.2243714377067	-149.25618766729443	-170.87987689637805	-173.91169312596577	3.379781800724203e+75	362.3032839884497	32.16957408173814
528	39	18	305	7.968742813483149e+76	-150.88222825814336	-152.21581765393486	-175.73840441227685	-177.07199380806836	7.968742813483149e+76	358.228966682119	31.956912443515993
529	39	19	305	1.699051237584248e+78	-153.2224192953536	-155.1754476405753	-178.17867890804408	-180.13170725326577	1.699051237584248e+78	354.15464937578827	31.744250805293845
530	39	20	305	3.2776112950421975e+79	-156.0993306504388	-158.1350776272157	-181.05559026312926	-183.09133723990618	3.2776112950421975e+79	350.08033206945754	31.531589167071694
531	39	21	305	5.720615065050946e+80	-159.76934162024835	-161.09470761385612	-184.62551777438185	-185.9508837679896	5.720615065050946e+80	346.00601476312687	31.318927528849542
532	39	22	305	9.029080424594018e+81	-163.09804166780512	-164.05433760049652	-187.75354712647646	-188.70984305916787	9.029080424594018e+81	341.93169745679614	31.10626589062739
533	39	23	305	1.2874061470834344e+83	-166.31661230964593	-167.01396758713696	-190.66983689644434	-191.36719217393536	1.2874061470834344e+83	337.8573801504655	30.893604252405243
534	39	24	305	1.6556757621141987e+84	-169.5370469812834	-169.9735975737774	-193.48480645997364	-193.92135705246764	1.6556757621141987e+84	333.78306284413475	30.680942614183092
535	39	25	305	1.916361834931623e+85	-172.70806678497397	-172.93322756041778	-196.14500063989823	-196.37016141534204	1.916361834931623e+85	329.708745537804	30.46828097596094
536	39	26	305	1.9905962084251526e+86	-175.83569512781176	-175.8928575470582	-198.6535897743298	-198.71075219357624	1.9905962084251526e+86	325.6344282314733	30.255619337738793
537	39	27	305	1.8489013192603452e+87	-178.98931204119066	-178.85248753369862	-201.0763191791659	-200.93949467167386	1.8489013192603452e+87	321.56011092514257	30.04295769951664
538	39	28	305	1.5285791051353277e+88	-182.1007287137441	-181.81211752033906	-203.34043799133215	-203.0518267979271	1.5285791051353277e+88	317.4857936188119	29.83029606129449
539	39	29	305	1.1184937911804214e+89	-185.291036332912	-184.77174750697947	-205.56134505331192	-205.0420562273794	1.1184937911804214e+89	313.41147631248117	29.61763442307234
540	39	30	305	7.19222548504956e+89	-188.3830454369014	-187.73137749361987	-207.55474186863322	-206.9030739253517	7.19222548504956e+89	309.3371590061505	29.40497278485019
541	39	31	305	4.0280521247630195e+90	-191.55006844143853	-190.6910074802603	-209.48500224602142	-208.6259412848432	4.0280521247630195e+90	305.2628416998198	29.19231114662804
542	39	32	305	1.9426119779520922e+91	-194.7683131523697	-193.65063746690072	-211.3169525958327	-210.19927691036372	1.9426119779520922e+91	301.18852439348905	28.97964950840589
543	39	33	305	7.949158087658018e+91	-198.07525799578565	-196.61026745354113	-213.0733000268375	-211.60830948459298	7.949158087658018e+91	297.1142070871583	28.76698787018374
544	39	34	305	2.7061037247119354e+92	-201.92779429761427	-199.56989744018156	-215.191235273278	-212.8333384158453	2.7061037247119354e+92	293.0398897808276	28.55432623196159
545	39	35	305	7.457570552545103e+92	-208.25222845079227	-202.52952742682197	-219.5697592774007	-213.8470582534304	7.457570552545103e+92	288.9655724744969	28.341664593739438
546	39	36	305	1.5984749433421505e+93	-212.1348768475405	-205.48915741346238	-221.25518309681271	-214.60946366273458	1.5984749433421505e+93	284.8912551681662	28.129002955517286
547	39	37	305	2.500209121442184e+93	-215.46978771931344	-208.44878740010284	-222.07778834460953	-215.05678802539893	2.500209121442184e+93	280.8169378618355	27.91634131729514
548	40	17	305	1.0638527138870201e+77	-149.4251707520436	-152.15205841822504	-174.63406144889976	-177.36094911508118	1.0638527138870201e+77	393.9227349366665	37.577167132117374
549	40	18	305	2.6223328076605176e+78	-152.42725462550507	-155.11168840486548	-177.88126778039418	-180.5657015597546	2.6223328076605176e+78	389.84841763033575	37.36450549389523
550	40	19	305	5.857440152222003e+79	-156.08669271588502	-158.0713183915059	-181.68730934496602	-183.67193502058691	5.857440152222003e+79	385.774100324005	37.15184385567308
551	40	20	305	1.1864464212253598e+81	-159.98050898051585	-161.0309483781463	-185.62991577376627	-186.6803551713967	1.1864464212253598e+81	381.69978301767435	36.93918221745093
552	40	21	305	2.1797656441877125e+82	-163.1558482865005	-163.99057836478673	-188.7564649155815	-189.59119499386773	2.1797656441877125e+82	377.6254657113436	36.726520579228776
553	40	22	305	3.631547216148887e+83	-166.28648799448317	-166.95020835142714	-191.74050114937228	-192.40422150631625	3.631547216148887e+83	373.5511484050129	36.513858941006625
554	40	23	305	5.482609772338794e+84	-169.50844877671017	-169.90983833806757	-194.7173394735663	-195.11872903492372	5.482609772338794e+84	369.47683109868217	36.30119730278447
