Stock Solution c_S1=0.02102691650390625,c_Ion1=0.105,c_Stot=0.30445209889982483
	0	c_Stot	c_Iontot	c_S1	c_Ion1	Mcount	Scount	Ioncount
15	0.01225	0.012872188572567599	0.012864154347876794	0.011532226562500001	0.01225	1.11313113618919e-09	8.117273690017024e-09	8.633368152322074e-10
16	0.013000000000000001	0.013695304171701238	0.0136913640706459	0.0121875	0.013	1.7471668883641636e-09	1.2775921294852499e-08	1.4246458769628934e-09
17	0.01375	0.014522284409878334	0.014523106867987126	0.0128369140625	0.01375	2.677740287131314e-09	1.963614331898511e-08	2.2890697046196173e-09
18	0.0145	0.015353097115362297	0.015359376338252961	0.013480468750000002	0.0145	4.017401274297692e-09	2.9546224801849097e-08	3.5914970164530047e-09
19	0.01525	0.01618770966079165	0.016200166020845768	0.0141181640625	0.01525	5.912855161094801e-09	4.3617970495873903e-08	5.515812740580772e-09
20	0.016	0.01704564836841231	0.017046668628881805	0.014765625	0.016	8.620395293969611e-09	6.379449508930879e-08	8.375142031280536e-09
21	0.01675	0.017909597702461894	0.017897929520798266	0.015408691406250001	0.01675	1.2372906642876081e-08	9.186921038489837e-08	1.249773217554262e-08
22	0.0175	0.018757729461719726	0.018752506300050893	0.016030273437500003	0.0175	1.736950849828415e-08	1.2940483926429658e-07	1.8210831384535275e-08
23	0.01825	0.019609573976010274	0.019611592256970487	0.016645996093749994	0.01825	2.406590087026467e-08	1.799231348978414e-07	2.6152310195898254e-08
24	0.019	0.020465098896298276	0.020475181334499864	0.017255859375	0.019	3.294439902038055e-08	2.4720077528017637e-07	3.705956050370496e-08
25	0.01975	0.021324272243082792	0.02134326761150985	0.01785986328125	0.01975	4.4600488223551026e-08	3.359366676607134e-07	5.187647537929774e-08
26	0.0205	0.022240547006658857	0.022219978630088184	0.018498046875	0.0205	6.075227758478398e-08	4.59517202275328e-07	7.300614725605503e-08
27	0.02125	0.02310948466092507	0.02309738710691771	0.019091796874999997	0.02125	8.065076776842825e-08	6.125689690043845e-07	1.0001927238170727e-07
28	0.022000000000000002	0.023982030619242728	0.0239792935142625	0.0196796875	0.022	1.0612925623351733e-07	8.096069942127582e-07	1.357180858252427e-07
29	0.02275	0.024858158131425438	0.024865693654378778	0.02026171875	0.02275	1.385205647963482e-07	1.0615480370741726e-06	1.8253171221033204e-07
30	0.0235	0.025737842408507114	0.025756583931384375	0.020837890625	0.0235	1.7942965248958956e-07	1.3816858421208944e-06	2.4348849140057305e-07
31	0.02425	0.02665448335283288	0.026654978851148255	0.021431884765625	0.02425	2.3276614366081595e-07	1.8018419173718159e-06	3.251871159987152e-07
32	0.025	0.027577483516257138	0.027558295319916163	0.022021484375	0.025	3.0002393258746137e-07	2.3354963797142525e-06	4.3137076627050575e-07
33	0.02575	0.02847060931586592	0.02846309781128337	0.02258154296875	0.02575	3.810839113093034e-07	2.9836216453860143e-06	5.636360561160625e-07
34	0.0265	0.029367284388571828	0.02937240601706163	0.0231357421875	0.0265	4.812981230411409e-07	3.7915067691123017e-06	7.321882124211587e-07
35	0.02725	0.030267505890092663	0.030286223210767602	0.02368408203125	0.02725	6.046665855567694e-07	4.795072299317721e-06	9.461781663167024e-07
36	0.027999999999999997	0.031212116125014375	0.031208765314609428	0.02425390625	0.028	7.628072742996326e-07	6.094730732309622e-06	1.2285240057370583e-06
37	0.02875	0.03216346034565716	0.03213637435198455	0.024819335937500003	0.02875	9.582247388724549e-07	7.719954646094596e-06	1.5893509440617626e-06
38	0.0295	0.03307761622221832	0.03306433184966419	0.0253515625	0.0295	1.1881132509956185e-06	9.658121523516139e-06	2.0305905223394483e-06
39	0.03025	0.03399548662140594	0.033996869864975035	0.0258779296875	0.03025	1.4678898776266777e-06	1.2054615703277483e-05	2.588659601683585e-06
40	0.031	0.03491714781962466	0.034934017194976776	0.0263984375	0.031	1.8079935374591025e-06	1.5024794824618215e-05	3.296939343928884e-06
41	0.03175	0.03584271587012186	0.03587581592605568	0.0269130859375	0.03175	2.221433850298964e-06	1.872415718167514e-05	4.201911345848297e-06
42	0.0325	0.03682329243130462	0.03682836774589742	0.027453613281249997	0.0325	2.7519948105439464e-06	2.362483490601225e-05	5.431662087961031e-06
43	0.03325	0.03781194874882654	0.03778645891228789	0.027989746093750004	0.03325	3.4088299241554665e-06	2.9960121730870926e-05	7.075183746006741e-06
44	0.034	0.038754627180497755	0.03874353733517761	0.028488281250000004	0.034	4.184478329412632e-06	3.7882053255930415e-05	9.21820278898533e-06
45	0.03475	0.039703112526221704	0.03970595141179959	0.028980957031250004	0.03475	5.151943795551655e-06	4.8522079239742e-05	1.2231212226057608e-05
46	0.0355	0.04065889220762918	0.04067426502610358	0.029467773437499997	0.0355	6.381455693343189e-06	6.34078698341714e-05	1.6680740753269307e-05
47	0.03625	0.04162472555894197	0.04164956502702772	0.029948730468749997	0.03625	7.988039823268088e-06	8.53396573703355e-05	2.365607474479059e-05
48	0.037000000000000005	0.04260592936113995	0.04263403374584487	0.030423828124999996	0.037	1.0171491403643093e-05	0.00011967585708604761	3.534178958638362e-05
49	0.03775	0.04361310624432345	0.04363220940379665	0.03089306640625	0.03775	1.3297924038320742e-05	0.00017706156608805756	5.627817591111889e-05
50	0.0385	0.044668055790774826	0.04465381148867605	0.031356445312499995	0.0385	1.8070205943013658e-05	0.0002793397733603306	9.618663970486357e-05
51	0.03925	0.04565319299099111	0.04568967923996726	0.031737304687499995	0.03925	2.4785623221040036e-05	0.0004447747676448177	0.0001649473635780066
52	0.04	0.04676977562523121	0.046791654278311653	0.032109374999999996	0.04	3.5772653968585186e-05	0.0007471474136084913	0.0002972111179286169
53	0.04075	0.04802816505561482	0.04799244628184464	0.03243286132812499	0.04075	5.3096859846387885e-05	0.0012690071151639712	0.0005362136855755692
54	0.0415	0.049243162425311425	0.04926235954083489	0.03262451171875	0.0415	7.507503820711793e-05	0.0019791737447895294	0.0008755478762012478
55	0.04225	0.05066492055572524	0.0506806417794287	0.032760253906249995	0.04225	0.00010502365106557156	0.002994114396262647	0.0013761048369054993
56	0.043	0.05231741373170159	0.05226840823019439	0.032837890625000005	0.043	0.00014338539325976546	0.0043438485249786	0.002060622737588544
57	0.04375	0.053975355108683794	0.05393439093191607	0.032833862304687496	0.04375	0.00018477842846780144	0.0058484941502539856	0.0028455831758159578
58	0.0445	0.055673338596703606	0.055677570586700774	0.0327774658203125	0.0445	0.00022883018714095726	0.007490184441712844	0.0037227809513869226
59	0.04525	0.05761186212872471	0.057581407737173705	0.0327001953125	0.04525	0.0002795299181864353	0.009411755814373979	0.004767170833423852
60	0.046	0.05958990667751222	0.05955099396981341	0.032590820312500005	0.046	0.0003319474360431083	0.011433502242212026	0.005887545786215538
61	0.04675	0.061638705367415295	0.06159481276449507	0.032460205078125	0.04675	0.0003864891429437437	0.01356676567843039	0.007089541026713574
62	0.0475	0.06364645529702723	0.06365215891818105	0.032308349609375	0.0475	0.00044028560787735566	0.01569997881206075	0.008312756506276553
63	0.04825	0.06574668195186403	0.06578548476431591	0.03214703369140626	0.04825	0.0004963828552479727	0.017944755962616327	0.00961622986934698
64	0.049	0.0680535698184089	0.06805307739834421	0.031982788085937505	0.049	0.0005574622228511941	0.020403083589361326	0.011056290898029945
65	0.04975	0.07040279493521712	0.07036891463030238	0.03181036376953125	0.04975	0.0006195261652865179	0.022920527297701693	0.012548657462887858
66	0.0505	0.07253669165441322	0.07259181830440646	0.03162414550781251	0.0505	0.0006763103733934601	0.025250039962769116	0.013954103485856621
67	0.05125	0.07501243877511345	0.07501875430997022	0.03144317626953125	0.05125	0.0007412405682717939	0.027912985380896906	0.015563438894727485
68	0.052000000000000005	0.07741456335272885	0.07742487712269928	0.031255859375	0.052	0.000804273588645983	0.03051572648644031	0.017155656132726967
69	0.05275	0.07997279411758468	0.07993474934335576	0.031069183349609376	0.05275	0.0008709504505052646	0.03327482403879089	0.01885301286805663
70	0.0535	0.08240696861447341	0.082391790147081	0.030877441406250004	0.0535	0.0009345020392033253	0.03592088333795758	0.02050088946821481
71	0.05425	0.08501512821277937	0.08496140458385842	0.03068780517578125	0.05425	0.0010021261820964424	0.03873840275416485	0.022262245016381077
72	0.055	0.08747155334797438	0.08745885791611514	0.030494384765625	0.055	0.001065964997010737	0.04141278514098365	0.02395439971335829
73	0.05575	0.09015260628788095	0.0900973176513987	0.030304534912109375	0.05575	0.001135102122902612	0.04430647876303906	0.02578793275962339
74	0.0565	0.09268581107739049	0.09266303028580779	0.030112182617187504	0.0565	0.0012005619808119262	0.047058485804634925	0.02755124243819372
75	0.05725	0.09505173799543656	0.09514210853896712	0.029917877197265623	0.05725	0.001261890677914263	0.04964833481664263	0.029230268179987376
76	0.057999999999999996	0.09775785106077362	0.09782923053539964	0.029729248046875004	0.058	0.001331310887924126	0.05256902314122686	0.031116884192048277
77	0.05875	0.10063725781630226	0.10062896993966042	0.029543533325195312	0.05875	0.00140480219303022	0.05565886880751741	0.033116625410984826
78	0.0595	0.10345792096574302	0.10340492792531074	0.0293577880859375	0.0595	0.0014767886132509044	0.058691405348518084	0.03509416882682313
79	0.06025	0.10591491233603004	0.10597435508646744	0.02916888427734375	0.06025	0.0015399559002414822	0.06136763700855976	0.036867958713345875
80	0.061	0.10900515584388594	0.10892999184646707	0.0289884033203125	0.061	0.0016182548305854094	0.06466247966414651	0.03902629503658622
81	0.06175	0.11143031135115758	0.11149629497959002	0.028802093505859376	0.06175	0.0016805178688622377	0.06730465667585651	0.04079909471963905
82	0.0625	0.11466689613870426	0.11455907765803812	0.02862548828125	0.0625	0.0017621829143122567	0.0707411399453155	0.0430661106520511
83	0.06325	0.11725447328482738	0.11723851716748401	0.028443969726562497	0.06325	0.0018282206859630444	0.07353928244128971	0.04495322544771306
84	0.064	0.1200004537267525	0.12002107590637302	0.028265624999999996	0.064	0.0018980031459427129	0.07649109640471527	0.046943702753547215
85	0.06475	0.12298700220685618	0.1229579602671525	0.028091003417968753	0.06475	0.001973498478527941	0.07967767972126871	0.04908848495184645
86	0.0655	0.125815139060423	0.1258055908007632	0.027916656494140626	0.0655	0.0020451516377193594	0.08270660965074905	0.05114536062998652
87	0.06625	0.12851079860002138	0.12857854684734907	0.027742996215820315	0.06625	0.0021135915719424836	0.0856030251488686	0.05312873239552465
88	0.067	0.13165885160266483	0.1316376822240324	0.027574523925781254	0.067	0.0021928213182005026	0.08894318770300966	0.05539756035301359
89	0.06775	0.13481198552746274	0.13470800589983775	0.027407653808593755	0.06775	0.002272134312983186	0.09228661152079745	0.05767830338990004
90	0.0685	0.13741425658435413	0.13744273197638474	0.027238616943359377	0.0685	0.00233823676143975	0.09508454942479008	0.05962576035084666
91	0.06925	0.1407231356840347	0.14062470204730695	0.027076141357421875	0.06925	0.0024212121694789867	0.09857776436589628	0.062019041862787394
92	0.07	0.14355949103924023	0.14351817265555575	0.026912231445312507	0.07	0.0024928610692027107	0.10160240896187506	0.06412579500010705
93	0.07075	0.14661930918312088	0.146558289602023	0.02675148010253906	0.07075	0.0025698308560917257	0.10484566271406245	0.06637916854520329
94	0.0715	0.14925698784073604	0.14933845723138883	0.026589935302734367	0.0715	0.002636690482872954	0.10766948632082285	0.0683742735919226
95	0.07225	0.15225055539786816	0.1523490424836313	0.026432281494140626	0.07225	0.002712041098751163	0.11084290949667035	0.07059939587341534
96	0.073	0.155715556868986	0.15566545773284235	0.0262789306640625	0.073	0.002798643490433335	0.11448066149350572	0.07312971462015616
97	0.07375	0.15893279216490808	0.15883181154113557	0.026125793457031248	0.07375	0.0028793119962005776	0.1178713816792142	0.07551114061191089
98	0.0745	0.16192888831055172	0.1618635989385186	0.02597314453125	0.0745	0.0029546869455310426	0.1210411613497946	0.07775903861936846
99	0.07525	0.16473890817104386	0.164781985768967	0.025821258544921875	0.07525	0.0030256094260017376	0.12402452592899263	0.0798944399388848
100	0.076	0.16836883723295742	0.16823266164026118	0.025675048828124998	0.076	0.003116116867528136	0.12781797674494583	0.08256073726854585
101	0.105	0.30445209889982483	0.3043284041934029	0.02102691650390625	0.105	0.006529301206337373	0.26901104560537803	0.18861586594178767
