Stock Solution c_S1=0.025378417968749997,c_Ion1=0.105,c_Stot=0.3241337282390932
	0	c_Stot	c_Iontot	c_S1	c_Ion1	Mcount	Scount	Ioncount
33	0.02575	0.028085165041184065	0.028060081022469763	0.023436523437500002	0.02575	7.242263676301005e-08	5.442683552736582e-07	8.963451772828201e-08
34	0.0265	0.028929708434869045	0.028943816661966677	0.024015625	0.0265	9.023776738758827e-08	6.811589223186532e-07	1.1522907398392457e-07
35	0.02725	0.02984669099931375	0.029837394603870648	0.02464208984375	0.02725	1.1369591698425337e-07	8.6267894847461e-07	1.4983599814361037e-07
36	0.027999999999999997	0.030732660139614	0.030731993878854613	0.02523828125	0.028	1.414222014592063e-07	1.0789927682199052e-06	1.922811942271785e-07
37	0.02875	0.0316221152366648	0.03163056317564439	0.025830078125	0.02875	1.751460475825238e-07	1.3444974947887656e-06	2.457021250137914e-07
38	0.0295	0.03255481589012465	0.032536861738940236	0.026446289062499996	0.0295	2.178786929882373e-07	1.6844892736650463e-06	3.155996321710375e-07
39	0.03025	0.033411544268800886	0.0334396421539237	0.02700048828125	0.03025	2.65552474328904e-07	2.0685014629137632e-06	3.971111550774009e-07
40	0.031	0.03435405988015106	0.03435437434856895	0.027609375	0.031	3.281758315262689e-07	2.5801250418816535e-06	5.077035035092048e-07
41	0.03175	0.03530298371461089	0.03527359324277578	0.02821533203125	0.03175	4.0455315173703746e-07	3.2154862526015404e-06	6.487437100022309e-07
42	0.0325	0.03616767308591317	0.03618795199297165	0.0287548828125	0.0325	4.889917562795653e-07	3.9334140803024e-06	8.138504101196098e-07
43	0.03325	0.03712680005669899	0.03711575496865192	0.029353515625	0.03325	6.007183104042427e-07	4.908903208269977e-06	1.043575386709683e-06
44	0.034	0.03804431982685296	0.03804294719564979	0.029916015625	0.034	7.309263383127764e-07	6.086645301543736e-06	1.3318870488651657e-06
45	0.03475	0.038965694758484	0.03897425710856098	0.03047412109375	0.03475	8.896750973289786e-07	7.587606381927181e-06	1.7144502603219647e-06
46	0.0355	0.03994249132345718	0.0399155274139581	0.031062499999999996	0.0355	1.095581421474996e-06	9.650011343065312e-06	2.263888523333646e-06
47	0.03625	0.04082064505170269	0.04084947219050472	0.031577148437499994	0.03625	1.327935268703252e-06	1.215573675025089e-05	2.9727474526244912e-06
48	0.037000000000000005	0.041809468623740485	0.04180001998055161	0.03215820312500001	0.037	1.6540466348747565e-06	1.5993998743642213e-05	4.117719354740368e-06
49	0.03775	0.04275051782702927	0.04274913685024501	0.032699462890625	0.03775	2.0608344959854022e-06	2.133233257455014e-05	5.818849211948474e-06
50	0.0385	0.04369792278829466	0.043703368773315786	0.03323632812499999	0.0385	2.6080986554175923e-06	2.9413921116182296e-05	8.557873371374536e-06
51	0.03925	0.04471388619546839	0.044671163449591676	0.03380712890625	0.03925	3.42248787448014e-06	4.303894523048635e-05	1.344495295955983e-05
52	0.04	0.045621389914102965	0.04563120754076486	0.034296875000000004	0.04	4.4954722152480495e-06	6.334418471264786e-05	2.1137894860259743e-05
53	0.04075	0.04660782074013166	0.04660928773534379	0.034820556640625	0.04075	6.215277996064383e-06	9.953380729450789e-05	3.543033962016828e-05
54	0.0415	0.047625612750864806	0.04760339240530424	0.035339843749999995	0.0415	8.974143582471256e-06	0.00016341672334941465	6.162628181395624e-05
55	0.04225	0.04862445027982371	0.04861225004590984	0.0358134765625	0.04225	1.3265438888215956e-05	0.00027097288037218614	0.00010720818292120349
56	0.043	0.04970744473680125	0.04966236994174639	0.03628125	0.043	2.04436935833405e-05	0.0004625791914236385	0.00019068080880956656
57	0.04375	0.050753867196248595	0.05074516385944703	0.036657714843749994	0.04375	3.093021087212069e-05	0.0007572700258682008	0.00032255478819356864
58	0.0445	0.05188316324053153	0.051896941095592425	0.03698193359375	0.0445	4.65343086548972e-05	0.0012136082318582736	0.0005316145298866759
59	0.04525	0.05314902655360736	0.053147406981305864	0.037251708984375	0.04525	6.893153361137235e-05	0.0018907262029665625	0.0008488498621578786
60	0.046	0.054425409520845056	0.05446802908316352	0.037419921875000005	0.046	9.63160582877928e-05	0.0027428734305440655	0.0012577535149787475
61	0.04675	0.05593661388279152	0.05593391676452217	0.0375506591796875	0.04675	0.00013233472294288506	0.0038898366910142396	0.001819321507726436
62	0.0475	0.057438509339213295	0.05745975385295306	0.03759643554687501	0.0475	0.00017158723613892006	0.005168321078834276	0.0024605058864417134
63	0.04825	0.05908479034022926	0.05909816772278053	0.037601074218749996	0.04825	0.00021654116464803124	0.006659823050453054	0.0032240384768206787
64	0.049	0.06080974237435943	0.060820878731514184	0.0375634765625	0.049	0.00026514844824738766	0.008301240131369438	0.004082452966132431
65	0.04975	0.0626309395735045	0.06263264489382779	0.03749468994140624	0.04975	0.0003173356461943593	0.01009205565852847	0.0050381662978749644
66	0.0505	0.06461667497875398	0.06456390900186709	0.03740649414062501	0.0505	0.0003744786235552039	0.012080945136123733	0.006118894556655194
67	0.05125	0.06654379110577123	0.0665088701549032	0.03728637695312499	0.05125	0.000430602984112541	0.01406633743880626	0.007222422376244882
68	0.052000000000000005	0.06847638529777468	0.06849274115915599	0.03714648437500001	0.052	0.00048705216634089963	0.016091913135490916	0.008371036383537318
69	0.05275	0.07057336726700927	0.07059242454441635	0.03699969482421875	0.05275	0.0005477812507444278	0.018294722024034767	0.009638318995101175
70	0.0535	0.07283491569139033	0.07281011657638539	0.0368465576171875	0.0535	0.0006127000600069919	0.02067405896504628	0.01102639157073812
71	0.05425	0.07494065550909054	0.07498029777750428	0.036674377441406246	0.05425	0.0006733504783676711	0.022931392998757107	0.012373396133415301
72	0.055	0.07748208610337931	0.07741032678818724	0.036510009765625004	0.055	0.0007451029395081192	0.02561219348971979	0.013979208611738556
73	0.05575	0.0797709107740028	0.07973770858469767	0.036327331542968744	0.05575	0.0008099221496680163	0.02807307011359518	0.015488825376183055
74	0.0565	0.08211203617342093	0.08212086103882738	0.03614013671875001	0.0565	0.0008757390521968295	0.030595271603826184	0.017056811307084932
75	0.05725	0.08449187759207967	0.08455146428466868	0.035948974609375	0.05725	0.0009421763206155331	0.03316428645158885	0.018674730518338817
76	0.057999999999999996	0.08717180049345088	0.08717482529249171	0.03576147460937501	0.058	0.0010160086420942466	0.0360283234238584	0.020485637500332207
77	0.05875	0.08992250079848862	0.0898651322064445	0.0355712890625	0.05875	0.0010912429283556166	0.03896902454212129	0.02236561106346341
78	0.0595	0.09240856477954501	0.09242980142897952	0.0353717041015625	0.0595	0.001159197640617733	0.04166259964277744	0.024124159414304583
79	0.06025	0.09526280622124085	0.09522839851339529	0.035177703857421874	0.06025	0.0012362528151155423	0.04471595612630051	0.02611628420494741
80	0.061	0.09818782768423501	0.09809201266356285	0.034982666015625	0.061	0.0013147007053044052	0.04784314115547077	0.028175097632661655
81	0.06175	0.10076419274165915	0.10077310509961603	0.03477960205078125	0.06175	0.00138377978818665	0.05063683908328829	0.030055291050174973
82	0.0625	0.10382955018134407	0.10376256013434829	0.03458404541015625	0.0625	0.001465017529570785	0.05390776193931537	0.032242839608994
83	0.06325	0.10651068771488129	0.10654331091182782	0.03438137817382812	0.06325	0.0015360427433361587	0.05680805534714279	0.03422534280148991
84	0.064	0.10980014377401993	0.10970774650138677	0.0341875	0.064	0.0016222295722710376	0.06030263613321334	0.03659004603499695
85	0.06475	0.11269175610289314	0.1126511553696548	0.03398742675781251	0.06475	0.0016979188255657497	0.06341137304461991	0.03873711099712061
86	0.0655	0.11572835342444286	0.1156995676408655	0.0337894287109375	0.0655	0.001776964714156645	0.06666271152623299	0.0409898608942222
87	0.06625	0.11896085324593134	0.11888520292483479	0.033594055175781255	0.06625	0.0018606496043595655	0.07010659704607553	0.04338030704202123
88	0.067	0.12173870923790325	0.1218057684261888	0.033393676757812504	0.067	0.0019325421563957416	0.07310577269925876	0.045508731681046216
89	0.06775	0.12512948779911182	0.12512159551118163	0.033200973510742186	0.06775	0.002019621235712248	0.07670568696861318	0.048031145626009256
90	0.0685	0.1280741609551746	0.12817366936546584	0.03300408935546875	0.0685	0.0020951927509355282	0.07986798403575945	0.05029257937986424
91	0.06925	0.13179925279764057	0.1317310476031313	0.032815979003906245	0.06925	0.0021901059067999927	0.08379655368839753	0.053057582077384174
92	0.07	0.13511739618221968	0.1350470697118752	0.03262451171875001	0.07	0.002274540035572323	0.08732520847572572	0.05558370311665092
93	0.07075	0.1379802523431224	0.13808590108103785	0.032429962158203124	0.07075	0.002347363237431403	0.09040513611119891	0.05783504060947567
94	0.0715	0.14136477295169309	0.14146940148977383	0.0322413330078125	0.0715	0.0024330194050577302	0.09399752222325038	0.06043023403662731
95	0.07225	0.14540437455391297	0.14528808898859064	0.03205917358398438	0.07225	0.0025347759353320396	0.09823479076197379	0.06345954172406028
96	0.073	0.148532652914745	0.14853235865203152	0.03187066650390624	0.073	0.002613629099424318	0.10157299596126348	0.06591800188698176
97	0.07375	0.15244126315941092	0.1522946094038971	0.031689453125	0.07375	0.0027116875979345443	0.10567985833580752	0.06889301840734675
98	0.0745	0.15539378687462518	0.15544574782614579	0.03150244140625	0.0745	0.0027858451187537606	0.10884193222179303	0.07126031876997649
99	0.07525	0.15928472537784155	0.15922124143762043	0.031323547363281246	0.07525	0.0028830978345664665	0.11292926233869696	0.0742501784395982
100	0.076	0.16290401615254307	0.16283051044047503	0.03114404296875	0.076	0.0029734570541147453	0.11674710984689013	0.07707525581890505
101	0.105	0.3241337282390932	0.32395346421672655	0.025378417968749997	0.105	0.0069266569130683985	0.28430915153982417	0.208199968822793
