Temperature=300.0
	x	y	K	H
1150	38	18.0	2.7542272552025516e+72	194.0077691894106
1151	38	19.0	5.6462127132435733e+73	190.99676007419066
1152	38	20.0	1.0446285956809273e+75	187.9857509589707
1153	38	21.0	1.7437980577745406e+76	184.97474184375073
1154	38	22.0	2.624239688353613e+77	181.96373272853077
1155	38	23.0	3.555303785062559e+78	178.9527236133108
1156	38	24.0	4.3275072261891964e+79	175.94171449809085
1157	38	25.0	4.719618534083286e+80	172.93070538287088
1158	38	26.0	4.595766673309535e+81	169.91969626765092
1159	38	27.0	3.977924376345264e+82	166.90868715243096
1160	38	28.0	3.0434925680514e+83	163.897678037211
1161	38	29.0	2.0438796371748325e+84	160.88666892199103
1162	38	30.0	1.1941465844686513e+85	157.8756598067711
1163	38	31.0	6.001599396703906e+85	154.86465069155113
1164	38	32.0	2.556796328760218e+86	151.85364157633117
1165	38	33.0	9.053458470154627e+86	148.8426324611112
1166	38	34.0	2.592905388362131e+87	145.83162334589124
1167	38	35.0	5.771114440626385e+87	142.8206142306713
1168	39	17.0	2.900940226860761e+72	201.45541357975907
1169	39	18.0	6.905100840271465e+73	198.4444044645391
1170	39	19.0	1.4863352862684985e+75	195.43339534931914
1171	39	20.0	2.8946619836611666e+76	192.42238623409918
1172	39	21.0	5.100505648714379e+77	189.41137711887922
1173	39	22.0	8.127259491340716e+78	186.40036800365928
1174	39	23.0	1.1698933731161399e+80	183.38935888843932
1175	39	24.0	1.5189241635146493e+81	180.37834977321936
1176	39	25.0	1.7748776091679135e+82	177.3673406579994
1177	39	26.0	1.8612476719195754e+83	174.35633154277943
1178	39	27.0	1.7452788464738253e+84	171.3453224275595
1179	39	28.0	1.4566966074542531e+85	168.33431331233953
1180	39	29.0	1.076080757103944e+86	165.32330419711957
1181	39	30.0	6.985615533083517e+86	162.3122950818996
1182	39	31.0	3.94972232291435e+87	159.30128596667964
1183	39	32.0	1.9230370091767088e+88	156.29027685145968
1184	39	33.0	7.944248336821397e+88	153.27926773623972
1185	39	34.0	2.730273879791046e+89	150.26825862101975
1186	39	35.0	7.596074988528816e+89	147.2572495057998
1187	40	16.0	2.3568578539833095e+72	209.0479083912996
1188	40	17.0	6.480026468745285e+73	206.03689927607962
1189	40	18.0	1.6125499641305815e+75	203.02589016085966
1190	40	19.0	3.636330335529919e+76	200.0148810456397
1191	40	20.0	7.435902681927283e+77	197.00387193041973
1192	40	21.0	1.3791943437714678e+79	193.99286281519977
1193	40	22.0	2.319730094355769e+80	190.98185369997984
1194	40	23.0	3.5356005680662692e+81	187.97084458475987
1195	40	24.0	4.877327786834197e+82	184.9598354695399
1196	40	25.0	6.079151785182122e+83	181.94882635431995
1197	40	26.0	6.830334414310209e+84	178.93781723909999
1198	40	27.0	6.897430101687996e+85	175.92680812388005
1199	40	28.0	6.236683402796324e+86	172.9157990086601
1200	40	29.0	5.025948284924276e+87	169.90478989344012
1201	40	30.0	3.588975678028427e+88	166.89378077822016
1202	40	31.0	2.2547058443440965e+89	163.8827716630002
1203	40	32.0	1.2349901417415498e+90	160.87176254778024
1204	40	33.0	5.830698797313101e+90	157.86075343256027
1205	40	34.0	2.3378723756266333e+91	154.8497443173403
1206	40	35.0	7.80521866776034e+91	151.83873520212035
1207	40	36.0	2.111220758164428e+92	148.82772608690038
1208	40	37.0	4.4450124713566695e+92	145.81671697168042
1209	41	19.0	8.248149988987771e+77	204.75671995619587
1210	41	20.0	1.7669745899298083e+79	201.7457108409759
1211	41	21.0	3.44121156162953e+80	198.73470172575594
1212	41	22.0	6.092559194055226e+81	195.723692610536
1213	41	23.0	9.801817035091989e+82	192.71268349531604
1214	41	24.0	1.431689777757735e+84	189.70167438009608
1215	41	25.0	1.8960025016183995e+85	186.69066526487612
1216	41	26.0	2.2723049256951042e+86	183.67965614965615
1217	41	27.0	2.4585280859957595e+87	180.66864703443622
1218	41	28.0	2.394011584075918e+88	177.65763791921626
1219	41	29.0	2.090030727521083e+89	174.6466288039963
1220	41	30.0	1.628147443589922e+90	171.63561968877633
1221	41	31.0	1.1251379988136382e+91	168.62461057355637
1222	41	32.0	6.847576346054103e+91	165.6136014583364
1223	41	33.0	3.637026972360047e+92	162.60259234311644
1224	41	34.0	1.6666279504724296e+93	159.59158322789648
1225	41	35.0	6.491569720115269e+93	156.58057411267652
1226	41	36.0	2.10707281826021e+94	153.56956499745655
1227	41	37.0	5.545349129765161e+94	150.5585558822366
1228	41	38.0	1.1368060023628228e+95	147.54754676701666
1229	42	19.0	1.7300447496951654e+79	209.6745521136461
1230	42	20.0	3.8746836162921094e+80	206.66354299842612
1231	42	21.0	7.905342702414266e+81	203.65253388320616
1232	42	22.0	1.4695974332362976e+83	200.64152476798623
1233	42	23.0	2.4887519517039186e+84	197.63051565276626
1234	42	24.0	3.8371170026480345e+85	194.6195065375463
1235	42	25.0	5.380450096467415e+86	191.60849742232634
1236	42	26.0	6.851335744078893e+87	188.59748830710637
1237	42	27.0	7.907014550347559e+88	185.58647919188644
1238	42	28.0	8.249484956124511e+89	182.57547007666648
1239	42	29.0	7.756002526307037e+90	179.5644609614465
1240	42	30.0	6.545474098866688e+91	176.55345184622655
1241	42	31.0	4.9344838289318086e+92	173.5424427310066
1242	42	32.0	3.3034330242928155e+93	170.53143361578663
1243	42	33.0	1.9495421775783874e+94	167.52042450056666
1244	42	34.0	1.0050259998146517e+95	164.5094153853467
1245	42	35.0	4.4738385648535094e+95	161.49840627012674
1246	42	36.0	1.6941697277659556e+96	158.48739715490677
1247	42	37.0	5.350415539961466e+96	155.4763880396868
1248	43	19.0	3.346084792457744e+80	214.78416874359158
1249	43	20.0	7.81986503232457e+81	211.77315962837162
1250	43	21.0	1.667972429901357e+83	208.76215051315165
1251	43	22.0	3.248403255467223e+84	205.75114139793172
1252	43	23.0	5.77620322891423e+85	202.74013228271176
1253	43	24.0	9.374374258569758e+86	199.7291231674918
1254	43	25.0	1.3875126445940967e+88	196.71811405227183
1255	43	26.0	1.870756125503403e+89	193.70710493705187
1256	43	27.0	2.2939471200373685e+90	190.69609582183193
1257	43	28.0	2.5528566159608423e+91	187.68508670661197
1258	43	29.0	2.571584226339958e+92	184.674077591392
1259	43	30.0	2.33716085308499e+93	181.66306847617204
1260	43	31.0	1.9087600250255605e+94	178.65205936095208
1261	43	32.0	1.394002870201526e+95	175.64105024573212
1262	43	33.0	9.049477038740639e+95	172.63004113051215
1263	43	34.0	5.183530217311073e+96	169.6190320152922
1264	43	35.0	2.5958594172327722e+97	166.60802290007223
1265	43	36.0	1.1234395898888101e+98	163.59701378485227
1266	44	21.0	3.22365546690997e+84	214.07950658615607
1267	44	22.0	6.563490245192007e+85	211.06849747093614
1268	44	23.0	1.22267422813284e+87	208.05748835571617
1269	44	24.0	2.0835305865144928e+88	205.0464792404962
1270	44	25.0	3.2461675834770897e+89	202.03547012527625
1271	44	26.0	4.619896633909477e+90	199.02446101005629
1272	44	27.0	5.998215556596938e+91	196.01345189483635
1273	44	28.0	7.092413178241998e+92	193.0024427796164
1274	44	29.0	7.62073889746728e+93	189.99143366439642
1275	44	30.0	7.420756062815462e+94	186.98042454917646
1276	44	31.0	6.52672879155938e+95	183.9694154339565
1277	44	32.0	5.16380709375308e+96	180.95840631873654
1278	44	33.0	3.6569446338225825e+97	177.94739720351657
1279	44	34.0	2.3041631272650966e+98	174.9363880882966
1280	45	25.0	6.876115148557075e+90	207.57669567687387
1281	45	26.0	1.03010348802123e+92	204.5656865616539
1282	45	27.0	1.4117303898418075e+93	201.55467744643397
1283	45	28.0	1.76745069162798e+94	198.543668331214
1284	45	29.0	2.017805490187578e+95	195.53265921599404
1285	45	30.0	2.0958446892674499e+96	192.52165010077408
1286	45	31.0	1.9750119645523303e+97	189.51064098555412
1287	45	32.0	1.6827858730451832e+98	186.49963187033416
1288	45	33.0	1.2910389327017821e+99	183.4886227551142
