Temperature=305.0
	x	y	K	H
172	18	15.0	4.539674226520419e+37	76.76323855031326
173	18	16.0	1.642014289156821e+38	72.68892124398255
174	18	17.0	3.726567379771898e+38	68.61460393765184
175	18	18.0	3.993810410019285e+38	64.54028663132112
176	19	4.0	2.902750417546148e+25	126.66685452349344
177	19	5.0	1.6798941688359877e+27	122.59253721716274
178	19	6.0	7.561530000426842e+28	118.51821991083203
179	19	7.0	2.708981028071479e+30	114.44390260450132
180	19	8.0	7.83877491677628e+31	110.3695852981706
181	19	9.0	1.8482015990259292e+33	106.29526799183989
182	19	10.0	3.565334760060259e+34	102.22095068550918
183	19	11.0	5.627313483449354e+35	98.14663337917847
184	19	12.0	7.237037481507145e+36	94.07231607284777
185	19	13.0	7.517379603540607e+37	89.99799876651704
186	19	14.0	6.2149933409854054e+38	85.92368146018634
187	19	15.0	3.996413198617224e+39	81.84936415385563
188	19	16.0	1.9273534472785675e+40	77.77504684752492
189	19	17.0	6.561221056371703e+40	73.7007295411942
190	20	5.0	4.278910555933302e+28	128.00042586711547
191	20	6.0	2.0635936778079467e+30	123.92610856078475
192	20	7.0	7.961688025815796e+31	119.85179125445404
193	20	8.0	2.4957983484326258e+33	115.77747394812333
194	20	9.0	6.419470408753042e+34	111.70315664179262
195	20	10.0	1.36220621720729e+36	107.6288393354619
196	20	11.0	2.3889174600565995e+37	103.55452202913119
197	20	12.0	3.456315505736897e+38	99.4802047228005
198	20	13.0	4.103089460115328e+39	95.40588741646977
199	20	14.0	3.957600589539583e+40	91.33157011013907
200	20	15.0	3.053816413914374e+41	87.25725280380836
201	20	16.0	1.8409581605419824e+42	83.18293549747764
202	20	17.0	8.356144856843487e+42	79.10861819114693
203	21	5.0	1.1015832291054624e+30	133.810914204046
204	21	6.0	5.666788702270069e+31	129.73659689771526
205	21	7.0	2.3425086869893202e+33	125.66227959138456
206	21	8.0	7.908065002632089e+34	121.58796228505385
207	21	9.0	2.2035456142655926e+36	117.51364497872314
208	21	10.0	5.10098754035918e+37	113.43932767239242
209	21	11.0	9.840229657772155e+38	109.36501036606171
210	21	12.0	1.581885189739829e+40	105.29069305973101
211	21	13.0	2.1126380080625807e+41	101.21637575340029
212	21	14.0	2.3288312052846328e+42	97.14205844706959
213	21	15.0	2.0965043335904533e+43	93.06774114073887
214	21	16.0	1.5166242779818538e+44	88.99342383440816
215	21	17.0	8.604983828428658e+44	84.91910652807745
216	21	18.0	3.688828939851845e+45	80.84478922174674
217	21	19.0	1.1235881282279122e+46	76.77047191541602
218	21	20.0	2.1674950458182125e+46	72.69615460908531
219	21	21.0	1.9910849534789175e+46	68.62183730275461
220	22	6.0	1.563554152970286e+33	136.0318362974609
221	22	7.0	6.89423117201011e+34	131.9575189911302
222	22	8.0	2.493664860588012e+36	127.88320168479949
223	22	9.0	7.482979981376527e+37	123.80888437846878
224	22	10.0	1.8765878811947093e+39	119.73456707213806
225	22	11.0	3.949193740055693e+40	115.66024976580735
226	22	12.0	6.983463228686389e+41	111.58593245947665
227	22	13.0	1.0362832299729888e+43	107.51161515314593
228	22	14.0	1.2851206896530256e+44	103.43729784681523
229	22	15.0	1.3221892296041765e+45	99.36298054048451
230	22	16.0	1.1158932335623876e+46	95.2886632341538
231	22	17.0	7.597591600077631e+46	91.21434592782309
232	22	18.0	4.071218541246731e+47	87.14002862149238
233	22	19.0	1.6534146364437162e+48	83.06571131516166
234	23	5.0	7.477943219160334e+32	146.96990118824726
235	23	6.0	4.327672518043542e+34	142.89558388191654
236	23	7.0	2.0274784304358677e+36	138.82126657558584
237	23	8.0	7.8223493877671e+37	134.74694926925514
238	23	9.0	2.5149938722630842e+39	130.6726319629244
239	23	10.0	6.792285598270916e+40	126.5983146565937
240	23	11.0	1.5485227046215206e+42	122.52399735026299
241	23	12.0	2.9872292224177964e+43	118.44968004393229
242	23	13.0	4.8760578963412606e+44	114.37536273760156
243	23	14.0	6.718801176797397e+45	110.30104543127086
244	23	15.0	7.776676113967588e+46	106.22672812494015
245	23	16.0	7.500927842901825e+47	102.15241081860944
246	23	17.0	5.958200011223505e+48	98.07809351227873
247	23	18.0	3.8312879609746895e+49	94.00377620594801
248	23	19.0	1.9449666994437085e+50	89.9294588996173
249	23	20.0	7.50400539025713e+50	85.85514159328659
250	23	21.0	2.0679787368638282e+51	81.78082428695589
251	24	5.0	1.9636379283168763e+34	154.48775631901933
252	24	6.0	1.1995399992089802e+36	150.4134390126886
253	24	7.0	5.950317930321036e+37	146.3391217063579
254	24	8.0	2.439214972182921e+39	142.26480440002717
255	24	9.0	8.365242245017701e+40	138.19048709369648
256	24	10.0	2.4205873132188543e+42	134.11616978736578
257	24	11.0	5.943018400835875e+43	130.04185248103505
258	24	12.0	1.2419958733555227e+45	125.96753517470435
259	24	13.0	2.211612410244362e+46	121.89321786837363
260	24	14.0	3.3521592274962562e+47	117.81890056204293
261	24	15.0	4.31106282682141e+48	113.74458325571221
262	24	16.0	4.6779745042538e+49	109.6702659493815
263	24	17.0	4.246683431703552e+50	105.59594864305079
264	24	18.0	3.185857852124086e+51	101.52163133672008
265	24	19.0	1.94077422360066e+52	97.44731403038936
266	24	20.0	9.359787650437063e+52	93.37299672405865
267	24	21.0	3.4392018370695927e+53	89.29867941772795
268	24	22.0	9.047054564996252e+53	85.22436211139724
269	24	23.0	1.5176105639662765e+54	81.15004480506653
270	25	7.0	1.740258554539627e+39	154.59872001320014
271	25	8.0	7.553483190545939e+40	150.5244027068694
272	25	9.0	2.752356280232547e+42	146.4500854005387
273	25	10.0	8.495239067560591e+43	142.375768094208
274	25	11.0	2.234730470265e+45	138.3014507878773
275	25	12.0	5.029477989522845e+46	134.2271334815466
276	25	13.0	9.702281780545069e+47	130.15281617521586
277	25	14.0	1.6042722288509178e+49	126.07849886888516
278	25	15.0	2.269501443871965e+50	122.00418156255445
279	25	16.0	2.736285773055028e+51	117.92986425622374
280	25	17.0	2.794512214005521e+52	113.85554694989303
281	25	18.0	2.395931876998216e+53	109.78122964356231
282	25	19.0	1.7028244463244108e+54	105.7069123372316
283	25	20.0	9.854670386542854e+54	101.63259503090089
284	25	21.0	4.526304677373118e+55	97.55827772457019
285	25	22.0	1.587567012501314e+56	93.48396041823948
286	25	23.0	3.994629056120982e+56	89.40964311190876
287	26	7.0	5.064008593967685e+40	163.68989397057445
288	26	8.0	2.3201123704646728e+42	159.61557666424375
289	26	9.0	8.951379855988825e+43	155.54125935791302
290	26	10.0	2.9355526910806566e+45	151.4669420515823
291	26	11.0	8.236982612533984e+46	147.3926247452516
292	26	12.0	1.9862281556539317e+48	143.3183074389209
293	26	13.0	4.1263379009559213e+49	139.24399013259017
294	26	14.0	7.391474402978538e+50	135.16967282625947
295	26	15.0	1.1407015611683967e+52	131.09535551992877
296	26	16.0	1.5128494444056108e+53	127.02103821359805
297	26	17.0	1.716713254950722e+54	122.94672090726733
298	26	18.0	1.6558413985135068e+55	118.87240360093662
299	26	19.0	1.3449498601926258e+56	114.79808629460591
300	26	20.0	9.080820898345327e+56	110.7237689882752
301	26	21.0	5.0050455868351606e+57	106.6494516819445
302	26	22.0	2.1943521912714926e+58	102.57513437561379
303	26	23.0	7.361892299004838e+58	98.50081706928307
304	27	9.0	2.874770088894936e+45	165.55617223771952
305	27	10.0	9.982207522673277e+46	161.4818549313888
306	27	11.0	2.97600599801324e+48	157.4075376250581
307	27	12.0	7.654617790942719e+49	153.3332203187274
308	27	13.0	1.7038148098258845e+51	149.25890301239667
309	27	14.0	3.2868006224965803e+52	145.18458570606597
310	27	15.0	5.4951104430152415e+53	141.11026839973528
311	27	16.0	7.950394162835611e+54	137.03595109340455
312	27	17.0	9.923923230486268e+55	132.96163378707382
313	27	18.0	1.0635596748172544e+57	128.88731648074312
314	27	19.0	9.718556027712672e+57	124.81299917441241
315	27	20.0	7.499161485729457e+58	120.7386818680817
316	27	21.0	4.822168954308061e+59	116.664364561751
317	27	22.0	2.5370087431931005e+60	112.59004725542029
318	27	23.0	1.0639350193711761e+61	108.51572994908958
319	27	24.0	3.4206987205009604e+61	104.44141264275886
320	27	25.0	7.91857515434908e+61	100.36709533642815
321	28	8.0	2.1241555984292114e+45	180.66374797824437
322	28	10.0	3.337562114534272e+48	172.51511336558298
323	28	11.0	1.0535621226575117e+50	168.44079605925225
324	28	12.0	2.8792461554766224e+51	164.36647875292155
325	28	13.0	6.836068370497322e+52	160.29216144659082
326	28	14.0	1.4129298253460332e+54	156.21784414026013
327	28	15.0	2.543948651302206e+55	152.1435268339294
328	28	16.0	3.987334609086733e+56	148.0692095275987
329	28	17.0	5.4295767769798884e+57	143.994892221268
330	28	18.0	6.400842343215937e+58	139.92057491493728
331	28	19.0	6.4988198917719e+59	135.84625760860655
332	28	20.0	5.641544089277154e+60	131.77194030227585
333	28	21.0	4.145907903123292e+61	127.69762299594515
334	28	22.0	2.544755029272976e+62	123.62330568961444
335	28	23.0	1.2806202573619468e+63	119.54898838328373
336	28	24.0	5.1467147852633685e+63	115.47467107695302
337	28	25.0	1.588550611248102e+64	111.4003537706223
338	28	26.0	3.535899677192381e+64	107.32603646429159
339	29	10.0	1.096080833061612e+50	184.66386257387052
340	29	11.0	3.652199316557607e+51	180.5895452675398
341	29	12.0	1.0568094828660078e+53	176.5152279612091
342	29	13.0	2.66595762655716e+54	172.44091065487837
343	29	14.0	5.877547681144491e+55	168.36659334854767
344	29	15.0	1.133827882333833e+57	164.29227604221694
345	29	16.0	1.913842336016383e+58	160.21795873588624
346	29	17.0	2.8232644522276697e+59	156.14364142955554
347	29	18.0	3.630874789732459e+60	152.06932412322482
348	29	19.0	4.05509775855692e+61	147.9950068168941
349	29	20.0	3.9113105955662487e+62	143.9206895105634
350	29	21.0	3.2336759067642484e+63	139.8463722042327
351	29	22.0	2.2683745636312668e+64	135.77205489790197
352	29	23.0	1.3317905972862297e+65	131.69773759157127
353	29	24.0	6.422837357310538e+65	127.62342028524056
354	29	25.0	2.4780376015583683e+66	123.54910297890984
355	29	26.0	7.354370534060704e+66	119.47478567257913
356	29	27.0	1.5763547847010598e+67	115.40046836624842
357	29	28.0	2.1720854443599678e+67	111.32615105991772
358	30	10.0	3.5312368572499674e+51	198.02786742992373
359	30	12.0	3.783018434024553e+54	189.87923281726233
360	30	13.0	1.0104587337638745e+56	185.8049155109316
361	30	14.0	2.3669573876143278e+57	181.7305982046009
362	30	15.0	4.870461723996926e+58	177.6562808982702
363	30	16.0	8.80830577982252e+59	173.58196359193948
364	30	17.0	1.3993374871846466e+61	169.50764628560876
365	30	18.0	1.9495944847044198e+62	165.43332897927806
366	30	19.0	2.375324259910571e+63	161.35901167294736
367	30	20.0	2.5202090427284224e+64	157.28469436661663
368	30	21.0	2.3150919372477057e+65	153.21037706028594
369	30	22.0	1.8270020840454068e+66	149.13605975395524
370	30	23.0	1.2258918715328475e+67	145.0617424476245
371	30	24.0	6.897471828759392e+67	140.98742514129378
372	30	25.0	3.19339138075499e+68	136.91310783496309
373	30	26.0	1.1846765087210007e+69	132.8387905286324
374	30	27.0	3.3856883226943485e+69	128.76447322230166
375	31	12.0	1.319617271242278e+56	204.56094725981202
376	31	13.0	3.720567698920614e+57	200.4866299534813
377	31	14.0	9.227937669631495e+58	196.4123126471506
378	31	15.0	2.017498806145001e+60	192.33799534081987
379	31	16.0	3.89192316775386e+61	188.26367803448917
380	31	17.0	6.624568076525825e+62	184.18936072815848
381	31	18.0	9.939489280492224e+63	180.11504342182775
382	31	19.0	1.311912266268437e+65	176.04072611549702
383	31	20.0	1.5184727924295592e+66	171.96640880916632
384	31	21.0	1.5343745161574552e+67	167.89209150283563
385	31	22.0	1.3454255404255715e+68	163.8177741965049
386	31	23.0	1.0156061283038536e+69	159.7434568901742
387	31	24.0	6.530629259059902e+69	155.6691395838435
388	31	25.0	3.5274757169919944e+70	151.59482227751278
389	31	26.0	1.5703371564871043e+71	147.52050497118205
390	31	27.0	5.60983540050032e+71	143.44618766485135
391	31	28.0	1.545977077868693e+72	139.37187035852065
392	32	12.0	4.480946393406861e+57	220.6655740450618
393	32	13.0	1.3298644096301623e+59	216.59125673873106
394	32	14.0	3.481640297484123e+60	212.51693943240036
395	32	15.0	8.059648805317906e+61	208.44262212606964
396	32	16.0	1.6519466914776436e+63	204.36830481973894
397	32	17.0	2.999287250657881e+64	200.29398751340824
398	32	18.0	4.821562348236252e+65	196.2196702070775
399	32	19.0	6.853512251225218e+66	192.1453529007468
400	32	20.0	8.593647227626584e+67	188.0710355944161
401	32	21.0	9.473063418592066e+68	183.9967182880854
402	32	22.0	9.137164016187821e+69	179.92240098175466
403	32	23.0	7.663630486606524e+70	175.84808367542396
404	32	24.0	5.543917972048261e+71	171.77376636909327
405	32	25.0	3.4222973880050384e+72	167.69944906276254
406	32	26.0	1.777433697668321e+73	163.6251317564318
407	32	27.0	7.619594636500628e+73	159.55081445010111
408	32	28.0	2.6247915067237175e+74	155.47649714377042
409	32	29.0	6.984057032385135e+74	151.4021798374397
410	33	12.0	1.479321460216293e+59	238.30111644335378
411	33	13.0	4.609878420773668e+60	234.22679913702305
412	33	14.0	1.270405611123981e+62	230.15248183069235
413	33	15.0	3.1042430455983855e+63	226.07816452436163
414	33	16.0	6.736886195195322e+64	222.00384721803093
415	33	17.0	1.2996014362804732e+66	217.92952991170023
416	33	18.0	2.228479441221687e+67	213.8552126053695
417	33	19.0	3.39388608821909e+68	209.78089529903878
418	33	20.0	4.5829621800309276e+69	205.70657799270808
419	33	21.0	5.4729477576504985e+70	201.63226068637738
420	33	22.0	5.75878466464491e+71	197.55794338004665
421	33	23.0	5.313083732320587e+72	193.48362607371595
422	33	24.0	4.270575362723868e+73	189.40930876738526
423	33	25.0	2.965786354644558e+74	185.33499146105453
424	33	26.0	1.7603842462439856e+75	181.2606741547238
425	33	27.0	8.804257194815625e+75	177.1863568483931
426	33	28.0	3.6394596737093624e+76	173.1120395420624
427	33	29.0	1.2104863311590585e+77	169.03772223573168
428	33	30.0	3.1135052188633314e+77	164.96340492940098
429	34	14.0	4.47902056698802e+63	249.4297885639524
430	34	15.0	1.152053811079443e+65	245.35547125762167
431	34	16.0	2.6391091651289925e+66	241.28115395129097
432	34	17.0	5.390535497915244e+67	237.20683664496028
433	34	18.0	9.821081120610358e+68	233.13251933862955
434	34	19.0	1.5954259498480122e+70	229.05820203229882
435	34	20.0	2.308282115608859e+71	224.98388472596812
436	34	21.0	2.968578920951502e+72	220.90956741963743
437	34	22.0	3.3839212096178147e+73	216.8352501133067
438	34	23.0	3.4058429990342836e+74	212.760932806976
439	34	24.0	3.0113209064920967e+75	208.6866155006453
440	34	25.0	2.3236354967489675e+76	204.61229819431458
441	34	26.0	1.5516298841266138e+77	200.53798088798385
442	34	27.0	8.868809571488543e+77	196.46366358165315
443	34	28.0	4.277168013252413e+78	192.38934627532245
444	34	29.0	1.707106179583786e+79	188.31502896899173
445	34	30.0	5.4885832479813724e+79	184.24071166266103
446	34	31.0	1.3661850384249272e+80	180.16639435633033
447	35	13.0	5.02767440970222e+63	274.53691034621096
448	35	14.0	1.5240975396288324e+65	270.46259303988023
449	35	15.0	4.116155463816754e+66	266.3882757335495
450	35	16.0	9.925508235067766e+67	262.31395842721884
451	35	17.0	2.139973548810004e+69	258.2396411208881
452	35	18.0	4.128187143222401e+70	254.16532381455738
453	35	19.0	7.125341257311486e+71	250.09100650822666
454	35	20.0	1.099630121535361e+73	246.01668920189596
455	35	21.0	1.5151986115991464e+74	241.94237189556526
456	35	22.0	1.8600554461471405e+75	237.86805458923453
457	35	23.0	2.0281140710839824e+76	233.79373728290383
458	35	24.0	1.9562004488076655e+77	229.71941997657314
459	35	25.0	1.660416354493062e+78	225.6451026702424
460	35	26.0	1.231954380361041e+79	221.57078536391168
461	35	27.0	7.921808561404749e+79	217.49646805758098
462	35	28.0	4.3662366457680634e+80	213.42215075125029
463	35	29.0	2.0330978642468257e+81	209.34783344491956
464	35	30.0	7.84403009912315e+81	205.27351613858886
465	35	31.0	2.4406108275569873e+82	201.19919883225816
466	35	32.0	5.8851768550670104e+82	197.12488152592744
467	36	14.0	4.9986712312640226e+66	293.3675477484985
468	36	15.0	1.414285103585002e+68	289.2932304421678
469	36	16.0	3.580859249377789e+69	285.21891313583706
470	36	17.0	8.12679485093726e+70	281.1445958295064
471	36	18.0	1.6548222983621253e+72	277.07027852317566
472	36	19.0	3.024274726343674e+73	272.99596121684493
473	36	20.0	4.958966078031994e+74	268.92164391051426
474	36	21.0	7.288577853467372e+75	264.84732660418354
475	36	22.0	9.58655011619293e+76	260.7730092978528
476	36	23.0	1.1256762890799504e+78	256.6986919915221
477	36	24.0	1.1762417777259916e+79	252.6243746851914
478	36	25.0	1.0891527933502288e+80	248.55005737886069
479	36	26.0	8.88912715248421e+80	244.47574007252996
480	36	27.0	6.351061614195986e+81	240.40142276619926
481	36	28.0	3.9380549861243124e+82	236.32710545986856
482	36	29.0	2.0956788795838723e+83	232.25278815353784
483	36	30.0	9.433057756378938e+83	228.17847084720714
484	36	31.0	3.5220297637199563e+84	224.10415354087644
485	36	32.0	1.0616076011722068e+85	220.0298362345457
486	36	33.0	2.4823387258437574e+85	215.955518928215
487	37	16.0	1.2379372589854007e+71	310.11561992230713
488	37	17.0	2.9499861663222876e+72	306.04130261597646
489	37	18.0	6.323076579494038e+73	301.96698530964574
490	37	19.0	1.2197741161610727e+75	297.892668003315
491	37	20.0	2.1177412422197068e+76	293.81835069698434
492	37	21.0	3.30714694942307e+77	289.7440333906536
493	37	22.0	4.639826769633638e+78	285.6697160843229
494	37	23.0	5.837355741016778e+79	281.59539877799216
495	37	24.0	6.568768047668937e+80	277.5210814716615
496	37	25.0	6.5892842387998156e+81	273.44676416533076
497	37	26.0	5.866743646170427e+82	269.37244685900004
498	37	27.0	4.6108076423702016e+83	265.29812955266937
499	37	28.0	3.1766542227470207e+84	261.22381224633864
500	37	29.0	1.9018025609177088e+85	257.1494949400079
501	37	30.0	9.783294608531831e+85	253.0751776336772
502	37	31.0	4.261597702793654e+86	249.00086032734652
503	37	32.0	1.5414331455207536e+87	244.9265430210158
504	37	33.0	4.505383140390551e+87	240.8522257146851
505	37	34.0	1.0225010802418156e+88	236.77790840835436
506	38	16.0	4.095752490193246e+72	337.1266567281624
507	38	17.0	1.0224885068906219e+74	333.0523394218317
508	38	18.0	2.301209702186943e+75	328.97802211550095
509	38	19.0	4.6728685337990055e+76	324.9037048091702
510	38	20.0	8.563634827742689e+77	320.8293875028395
511	38	21.0	1.4159969626645809e+79	316.7550701965088
512	38	22.0	2.1107632978410492e+80	312.6807528901781
513	38	23.0	2.832583051929244e+81	308.60643558384743
514	38	24.0	3.415180337038004e+82	304.5321182775167
515	38	25.0	3.68937363618902e+83	300.457800971186
516	38	26.0	3.5585544550138242e+84	296.38348366485525
517	38	27.0	3.0509990301959258e+85	292.3091663585245
